,Région,Sous-Région,Appellation,Label,Cru,Type,Couleur,Age min,Age max,T°C min,T°max,Type de verre,Commentaires
613,Sud-Ouest,Saint-sardos,Saint-sardos,AOC,Saint-sardos,sec,rosé,1.0,3.0,10.0,12.0,,
614,Sud-Ouest,Saussignac,Saussignac,AOC,Saussignac,moelleux,blanc,5.0,20.0,8.0,10.0,,
615,Sud-Ouest,Saussignac,Saussignac,AOC,Saussignac,doux,blanc,5.0,25.0,9.0,11.0,,
616,Sud-Ouest,Sud-Ouest,Lavilledieu,IGP,Lavilledieu,sec,rouge,2.0,4.0,16.0,16.0,,
617,Sud-Ouest,Sud-Ouest,Lavilledieu,IGP,Lavilledieu,sec,rosé,1.0,2.0,8.0,10.0,,
618,Sud-Ouest,Sud-Ouest,Vins de pays/IGP Agenais,IGP,Vins de pays/IGP Agenais,sec,rouge,2.0,4.0,16.0,16.0,,
619,Sud-Ouest,Sud-Ouest,Vins de pays/IGP Agenais,IGP,Vins de pays/IGP Agenais,sec,blanc,1.0,2.0,8.0,9.0,,
620,Sud-Ouest,Sud-Ouest,Vins de pays/IGP Agenais,IGP,Vins de pays/IGP Agenais,sec,rosé,1.0,2.0,8.0,9.0,,
621,Sud-Ouest,Sud-Ouest,Vins de pays/IGP Ariège,IGP,Vins de pays/IGP Ariège,sec,rouge,2.0,7.0,16.0,16.0,,
622,Sud-Ouest,Sud-Ouest,Vins de pays/IGP Ariège,IGP,Vins de pays/IGP Ariège,sec,blanc,1.0,3.0,8.0,10.0,,
623,Sud-Ouest,Sud-Ouest,Vins de pays/IGP Ariège,IGP,Vins de pays/IGP Ariège,moelleux,blanc,1.0,4.0,10.0,11.0,,
624,Sud-Ouest,Sud-Ouest,Vins de pays/IGP Ariège,IGP,Vins de pays/IGP Ariège,sec,rosé,1.0,2.0,8.0,10.0,,
625,Sud-Ouest,Sud-Ouest,Vins de pays/IGP Atlantique,IGP,Vins de pays/IGP Atlantique,sec,rouge,1.0,4.0,15.0,17.0,,
626,Sud-Ouest,Sud-Ouest,Vins de pays/IGP Atlantique,IGP,Vins de pays/IGP Atlantique,sec,blanc,1.0,2.0,8.0,9.0,,
627,Sud-Ouest,Sud-Ouest,Vins de pays/IGP Atlantique,IGP,Vins de pays/IGP Atlantique,sec,rosé,1.0,2.0,8.0,10.0,,
628,Sud-Ouest,Sud-Ouest,Vins de pays/IGP Aude,IGP,Vins de pays/IGP Aude,sec,rouge,1.0,4.0,16.0,16.0,,
629,Sud-Ouest,Sud-Ouest,Vins de pays/IGP Aude,IGP,Vins de pays/IGP Aude,sec,blanc,1.0,3.0,8.0,10.0,,
630,Sud-Ouest,Sud-Ouest,Vins de pays/IGP Aude,IGP,Vins de pays/IGP Aude,sec,rosé,1.0,2.0,8.0,10.0,,
631,Sud-Ouest,Sud-Ouest,Vins de pays/IGP Aveyron,IGP,Vins de pays/IGP Aveyron,sec,rouge,1.0,3.0,16.0,16.0,,
632,Sud-Ouest,Sud-Ouest,Vins de pays/IGP Aveyron,IGP,Vins de pays/IGP Aveyron,sec,blanc,1.0,3.0,10.0,12.0,,
633,Sud-Ouest,Sud-Ouest,Vins de pays/IGP Aveyron,IGP,Vins de pays/IGP Aveyron,sec,rosé,1.0,2.0,8.0,10.0,,
634,Sud-Ouest,Sud-Ouest,Vins de pays/IGP Comté tolosan,IGP,Vins de pays/IGP Comté tolosan,sec,rouge,2.0,4.0,14.0,16.0,,
635,Sud-Ouest,Sud-Ouest,Vins de pays/IGP Comté tolosan,IGP,Vins de pays/IGP Comté tolosan,sec,blanc,1.0,3.0,8.0,11.0,,
636,Sud-Ouest,Sud-Ouest,Vins de pays/IGP Comté tolosan,IGP,Vins de pays/IGP Comté tolosan,sec,rosé,1.0,3.0,9.0,11.0,,
637,Sud-Ouest,Sud-Ouest,Vins de pays/IGP Corrèze,IGP,Vins de pays/IGP Corrèze,sec,rouge,1.0,4.0,16.0,16.0,,
638,Sud-Ouest,Sud-Ouest,Vins de pays/IGP Corrèze,IGP,Vins de pays/IGP Corrèze,doux,rouge,2.0,10.0,8.0,10.0,,
639,Sud-Ouest,Sud-Ouest,Vins de pays/IGP Corrèze,IGP,Vins de pays/IGP Corrèze,sec,blanc,2.0,6.0,8.0,10.0,,
640,Sud-Ouest,Sud-Ouest,Vins de pays/IGP Corrèze,IGP,Vins de pays/IGP Corrèze,sec,rosé,1.0,2.0,8.0,10.0,,
641,Sud-Ouest,Sud-Ouest,Vins de pays/IGP Coteaux de Glanes,IGP,Vins de pays/IGP Coteaux de Glanes,sec,rouge,1.0,3.0,14.0,16.0,,
642,Sud-Ouest,Sud-Ouest,Vins de pays/IGP Coteaux de Glanes,IGP,Vins de pays/IGP Coteaux de Glanes,sec,rosé,1.0,2.0,8.0,10.0,,
643,Sud-Ouest,Sud-Ouest,Vins de pays/IGP Côtes de Gascogne,IGP,Vins de pays/IGP Côtes de Gascogne,sec,rouge,2.0,5.0,16.0,16.0,,
644,Sud-Ouest,Sud-Ouest,Vins de pays/IGP Côtes de Gascogne,IGP,Vins de pays/IGP Côtes de Gascogne,sec,blanc,1.0,3.0,8.0,10.0,,
645,Sud-Ouest,Sud-Ouest,Vins de pays/IGP Côtes de Gascogne,IGP,Vins de pays/IGP Côtes de Gascogne,sec,rosé,1.0,4.0,9.0,11.0,,
646,Sud-Ouest,Sud-Ouest,Vins de pays/IGP Côtes du Lot,IGP,Vins de pays/IGP Côtes du Lot,sec,rouge,1.0,5.0,13.0,15.0,,
647,Sud-Ouest,Sud-Ouest,Vins de pays/IGP Côtes du Lot,IGP,Vins de pays/IGP Côtes du Lot,sec,blanc,1.0,4.0,10.0,12.0,,
648,Sud-Ouest,Sud-Ouest,Vins de pays/IGP Côtes du Lot,IGP,Vins de pays/IGP Côtes du Lot,sec,rosé,1.0,2.0,8.0,10.0,,
649,Sud-Ouest,Sud-Ouest,Vins de pays/IGP Côtes du Tarn,IGP,Vins de pays/IGP Côtes du Tarn,sec,rouge,2.0,5.0,16.0,16.0,,
650,Sud-Ouest,Sud-Ouest,Vins de pays/IGP Côtes du Tarn,IGP,Vins de pays/IGP Côtes du Tarn,sec,blanc,1.0,5.0,10.0,12.0,,
651,Sud-Ouest,Sud-Ouest,Vins de pays/IGP Côtes du Tarn,IGP,Vins de pays/IGP Côtes du Tarn,sec,rosé,1.0,2.0,8.0,9.0,,
652,Sud-Ouest,Sud-Ouest,Vins de pays/IGP Gers,IGP,Vins de pays/IGP Gers,sec,rouge,1.0,4.0,14.0,16.0,,
653,Sud-Ouest,Sud-Ouest,Vins de pays/IGP Gers,IGP,Vins de pays/IGP Gers,sec,blanc,1.0,3.0,8.0,10.0,,
654,Sud-Ouest,Sud-Ouest,Vins de pays/IGP Gers,IGP,Vins de pays/IGP Gers,doux,blanc,1.0,4.0,9.0,11.0,,
655,Sud-Ouest,Sud-Ouest,Vins de pays/IGP Gers,IGP,Vins de pays/IGP Gers,sec,rosé,1.0,2.0,8.0,10.0,,
656,Sud-Ouest,Sud-Ouest,Vins de pays/IGP Périgord,IGP,Vins de pays/IGP Périgord Domme,sec,rouge,3.0,6.0,16.0,18.0,,
657,Sud-Ouest,Sud-Ouest,Vins de pays/IGP Périgord,IGP,Vins de pays/IGP Périgord,sec,rouge,2.0,5.0,16.0,18.0,,
658,Sud-Ouest,Sud-Ouest,Vins de pays/IGP Périgord,IGP,Vins de pays/IGP Périgord,sec,blanc,1.0,3.0,9.0,11.0,,
659,Sud-Ouest,Sud-Ouest,Vins de pays/IGP Périgord,IGP,Vins de pays/IGP Périgord,sec,rosé,1.0,2.0,8.0,10.0,,
660,Sud-Ouest,Sud-Ouest,Vins de pays/IGP Thézac-Perricard,IGP,Vins de pays/IGP Thézac-Perricard,sec,rouge,2.0,6.0,15.0,16.0,,
661,Sud-Ouest,Sud-Ouest,Vins de pays/IGP Thézac-Perricard,IGP,Vins de pays/IGP Thézac-Perricard,sec,rosé,1.0,2.0,8.0,9.0,,
662,Sud-Ouest,Tursan,Tursan,AOC,Tursan,sec,rouge,4.0,15.0,16.0,16.0,,
663,Sud-Ouest,Vins-d'estaing,Vins-d'estaing,AOC,Tursan,sec,blanc,2.0,5.0,8.0,10.0,,
664,Sud-Ouest,Vins-d'estaing,Vins-d'estaing,AOC,Tursan,sec,rosé,1.0,3.0,10.0,11.0,,
665,Vallée de la Loire et Centre,Anjou,Anjou,AOC,Anjou,sec,rouge,2.0,5.0,14.0,15.0,,
666,Vallée de la Loire et Centre,Anjou,Anjou,AOC,Anjou,sec,blanc,2.0,4.0,8.0,10.0,,
667,Vallée de la Loire et Centre,Anjou,Anjou,AOC,Anjou Gamay,sec,rouge,1.0,1.0,13.0,14.0,,
668,Vallée de la Loire et Centre,Anjou,Anjou,AOC,Anjou,effervescent,blanc,1.0,3.0,6.0,8.0,,
669,Vallée de la Loire et Centre,Anjou,Anjou,AOC,Anjou,effervescent,rouge,1.0,3.0,8.0,10.0,,
670,Vallée de la Loire et Centre,Anjou-coteaux-de-la-loire,Anjou-coteaux-de-la-loire,AOC,Anjou-coteaux-de-la-loire,doux,blanc,2.0,15.0,8.0,10.0,,
671,Vallée de la Loire et Centre,Anjou-villages,Anjou-villages,AOC,Anjou-villages,sec,rouge,4.0,12.0,16.0,16.0,,
672,Vallée de la Loire et Centre,Anjou-villages-brissac,Anjou-villages-brissac,AOC,Anjou-villages-brissac,sec,rouge,5.0,15.0,16.0,16.0,,
673,Vallée de la Loire et Centre,Bonnezeaux,Bonnezeaux,AOC,Bonnezeaux,doux,blanc,5.0,35.0,10.0,12.0,,
674,Vallée de la Loire et Centre,Bourgueil,Bourgueil,AOC,Bourgueil,sec,rouge,3.0,16.0,14.0,16.0,,
675,Vallée de la Loire et Centre,Bourgueil,Bourgueil,AOC,Bourgueil,sec,rosé,1.0,3.0,8.0,10.0,,
676,Vallée de la Loire et Centre,Cabernet-d'anjou,Cabernet-d'anjou,AOC,Cabernet-d'anjou,moelleux,rosé,2.0,3.0,8.0,11.0,,
677,Vallée de la Loire et Centre,Cabernet-d'anjou,Cabernet-d'anjou,AOC,Cabernet-d'anjou,doux,rosé,2.0,3.0,8.0,11.0,,
678,Vallée de la Loire et Centre,Cabernet-de-saumur,Cabernet-de-saumur,AOC,Cabernet-de-saumur,sec,rosé,1.0,2.0,10.0,12.0,,
679,Vallée de la Loire et Centre,Cabernet-de-saumur,Cabernet-de-saumur,AOC,Cabernet-de-saumur,moelleux,rosé,2.0,3.0,8.0,10.0,,
680,Vallée de la Loire et Centre,Châteaumeillant,Châteaumeillant,AOC,Châteaumeillant,sec,rouge,2.0,5.0,14.0,16.0,,
681,Vallée de la Loire et Centre,Châteaumeillant,Châteaumeillant,AOC,Châteaumeillant,sec,gris,1.0,3.0,8.0,10.0,,
682,Vallée de la Loire et Centre,Chaume,Chaume,AOC,Chaume,doux,blanc,3.0,25.0,11.0,13.0,,
683,Vallée de la Loire et Centre,Cheverny,Cheverny,AOC,Cheverny,sec,rouge,3.0,10.0,14.0,14.0,,
684,Vallée de la Loire et Centre,Cheverny,Cheverny,AOC,Cheverny,sec,blanc,1.0,5.0,8.0,10.0,,
685,Vallée de la Loire et Centre,Cheverny,Cheverny,AOC,Cheverny,sec,rosé,1.0,2.0,8.0,10.0,,
686,Vallée de la Loire et Centre,Chinon,Chinon,AOC,Chinon,sec,rouge,4.0,20.0,16.0,16.0,,
687,Vallée de la Loire et Centre,Chinon,Chinon,AOC,Chinon,sec,blanc,2.0,5.0,10.0,12.0,,
688,Vallée de la Loire et Centre,Chinon,Chinon,AOC,Chinon,sec,rosé,1.0,3.0,9.0,11.0,,
689,Vallée de la Loire et Centre,Côte-roannaise,Côte-roannaise,AOC,Côte-roannaise,sec,rouge,1.0,5.0,14.0,16.0,,
690,Vallée de la Loire et Centre,Côte-roannaise,Côte-roannaise,AOC,Côte-roannaise,sec,rosé,1.0,2.0,8.0,10.0,,
691,Vallée de la Loire et Centre,Coteaux-d'ancenis,Coteaux-d'ancenis,AOC,Coteaux-d'ancenis,sec,rouge,3.0,7.0,14.0,16.0,,
692,Vallée de la Loire et Centre,Coteaux-d'ancenis,Coteaux-d'ancenis,AOC,Coteaux-d'ancenis,sec,blanc,2.0,5.0,10.0,12.0,,
693,Vallée de la Loire et Centre,Coteaux-d'ancenis,Coteaux-d'ancenis,AOC,Coteaux-d'ancenis,sec,rosé,1.0,3.0,10.0,12.0,,
694,Vallée de la Loire et Centre,Coteaux-d'ancenis,Coteaux-d'ancenis,AOC,Coteaux-d'ancenis Malvoisie,sec,blanc,3.0,15.0,10.0,10.0,,
695,Vallée de la Loire et Centre,Coteaux-de-l'aubance,Coteaux-de-l'aubance,AOC,Coteaux-de-l'aubance vendanges tardives,doux,blanc,5.0,20.0,9.0,12.0,,
696,Vallée de la Loire et Centre,Coteaux-de-l'aubance,Coteaux-de-l'aubance,AOC,Coteaux-de-l'aubance sélection de grains nobles,doux,blanc,5.0,35.0,10.0,13.0,,
697,Vallée de la Loire et Centre,Coteaux-de-saumur,Coteaux-de-saumur,AOC,Coteaux-de-saumur,doux,blanc,5.0,20.0,10.0,12.0,,
698,Vallée de la Loire et Centre,Coteaux-du-giennois,Coteaux-du-giennois,AOC,Coteaux-du-giennois,sec,rouge,2.0,6.0,14.0,15.0,,
699,Vallée de la Loire et Centre,Coteaux-du-giennois,Coteaux-du-giennois,AOC,Coteaux-du-giennois,sec,blanc,1.0,3.0,8.0,10.0,,
700,Vallée de la Loire et Centre,Coteaux-du-giennois,Coteaux-du-giennois,AOC,Coteaux-du-giennois,sec,rosé,1.0,2.0,10.0,12.0,,
701,Vallée de la Loire et Centre,Coteaux-du-layon,Coteaux-du-layon,AOC,Coteaux-du-layon,doux,blanc,5.0,25.0,10.0,13.0,,
702,Vallée de la Loire et Centre,Coteaux-du-layon,Coteaux-du-layon,AOC,Coteaux-du-layon sélection de grains nobles,doux,blanc,5.0,35.0,10.0,13.0,,
703,Vallée de la Loire et Centre,Coteaux-du-loir,Coteaux-du-loir,AOC,Coteaux-du-loir,sec,rouge,1.0,4.0,14.0,14.0,,
704,Vallée de la Loire et Centre,Coteaux-du-loir,Coteaux-du-loir,AOC,Coteaux-du-loir,sec,blanc,1.0,6.0,10.0,12.0,,
705,Vallée de la Loire et Centre,Coteaux-du-loir,Coteaux-du-loir,AOC,Coteaux-du-loir,sec,rosé,1.0,2.0,10.0,12.0,,
706,Vallée de la Loire et Centre,Coteaux-du-vendômois,Coteaux-du-vendômois,AOC,Coteaux-du-vendômois,sec,rouge,1.0,3.0,14.0,14.0,,
707,Vallée de la Loire et Centre,Coteaux-du-vendômois,Coteaux-du-vendômois,AOC,Coteaux-du-vendômois,sec,blanc,1.0,3.0,10.0,11.0,,
708,Vallée de la Loire et Centre,Coteaux-du-vendômois,Coteaux-du-vendômois,AOC,Coteaux-du-vendômois,sec,gris,1.0,2.0,11.0,12.0,,
709,Vallée de la Loire et Centre,Côtes-d'auvergne,Côtes-d'auvergne,AOC,Côtes-d'auvergne,sec,rouge,3.0,7.0,15.0,16.0,,
710,Vallée de la Loire et Centre,Côtes-d'auvergne,Côtes-d'auvergne,AOC,Côtes-d'auvergne,sec,blanc,2.0,4.0,12.0,14.0,,
711,Vallée de la Loire et Centre,Côtes-d'auvergne,Côtes-d'auvergne,AOC,Côtes-d'auvergne,sec,rosé,1.0,3.0,10.0,12.0,,
712,Vallée de la Loire et Centre,Côtes-du-forez,Côtes-du-forez,AOC,Côtes-du-forez,sec,rouge,2.0,4.0,14.0,14.0,,
713,Vallée de la Loire et Centre,Côtes-du-forez,Côtes-du-forez,AOC,Côtes-du-forez,sec,rosé,1.0,2.0,11.0,12.0,,
714,Vallée de la Loire et Centre,Cour-cheverny,Cour-cheverny,AOC,Cour-cheverny,sec,blanc,2.0,5.0,9.0,11.0,,
715,Vallée de la Loire et Centre,Crémant-de-loire,Crémant-de-loire,AOC,Crémant-de-loire,effervescent,blanc,1.0,4.0,7.0,9.0,,
716,Vallée de la Loire et Centre,Crémant-de-loire,Crémant-de-loire,AOC,Crémant-de-loire,effervescent,rosé,1.0,3.0,8.0,9.0,,
717,Vallée de la Loire et Centre,Fiefs-vendéens,Fiefs-vendéens,AOC,Fiefs-vendéens,sec,rouge,3.0,12.0,16.0,,,
718,Vallée de la Loire et Centre,Fiefs-vendéens,Fiefs-vendéens,AOC,Fiefs-vendéens,sec,blanc,3.0,10.0,12.0,13.0,,
719,Vallée de la Loire et Centre,Fiefs-vendéens,Fiefs-vendéens,AOC,Fiefs-vendéens,sec,rosé,1.0,3.0,11.0,12.0,,
720,Vallée de la Loire et Centre,Gros-plant-du-pays-nantais,Gros-plant-du-pays-nantais,AOC,Gros-plant-du-pays-nantais,sec,blanc,1.0,4.0,8.0,10.0,,
721,Vallée de la Loire et Centre,Jasnières,Jasnières,AOC,Jasnières,sec,blanc,3.0,15.0,11.0,13.0,,
722,Vallée de la Loire et Centre,Menetou-salon,Menetou-salon,AOC,Menetou-salon,sec,rouge,3.0,10.0,16.0,16.0,,
723,Vallée de la Loire et Centre,Menetou-salon,Menetou-salon,AOC,Menetou-salon,sec,blanc,3.0,8.0,10.0,12.0,,
724,Vallée de la Loire et Centre,Menetou-salon,Menetou-salon,AOC,Menetou-salon,sec,rosé,1.0,3.0,10.0,11.0,,
725,Vallée de la Loire et Centre,Montlouis-sur-loire,Montlouis-sur-loire,AOC,Montlouis-sur-loire,sec,blanc,3.0,8.0,10.0,12.0,,
726,Vallée de la Loire et Centre,Montlouis-sur-loire,Montlouis-sur-loire,AOC,Montlouis-sur-loire,moelleux,blanc,5.0,20.0,9.0,11.0,,
727,Vallée de la Loire et Centre,Montlouis-sur-loire,Montlouis-sur-loire,AOC,Montlouis-sur-loire,effervescent,blanc,1.0,2.0,6.0,8.0,,
728,Vallée de la Loire et Centre,Muscadet,Muscadet,AOC,Muscadet,sec,blanc,1.0,5.0,8.0,10.0,,
729,Vallée de la Loire et Centre,Muscadet,Muscadet,AOC,Muscadet sur lie,sec,blanc,3.0,10.0,8.0,10.0,,
730,Vallée de la Loire et Centre,Muscadet-coteaux-de-la-loire,Muscadet-coteaux-de-la-loire,AOC,Muscadet-coteaux-de-la-loire,sec,blanc,1.0,5.0,8.0,10.0,,
731,Vallée de la Loire et Centre,Muscadet-côtes-de-grand-lieu,Muscadet-côtes-de-grand-lieu,AOC,Muscadet-côtes-de-grand-lieu,sec,blanc,1.0,5.0,8.0,10.0,,
732,Vallée de la Loire et Centre,Muscadet-sèvre-et-maine,Muscadet-sèvre-et-maine,AOC,Muscadet-sèvre-et-maine,sec,blanc,1.0,5.0,8.0,10.0,,
733,Vallée de la Loire et Centre,Orléans,Orléans,AOC,Orléans,sec,rouge,1.0,4.0,13.0,14.0,,
734,Vallée de la Loire et Centre,Orléans,Orléans,AOC,Orléans,sec,blanc,1.0,3.0,10.0,11.0,,
735,Vallée de la Loire et Centre,Orléans,Orléans,AOC,Orléans,sec,rosé,1.0,2.0,8.0,10.0,,
736,Vallée de la Loire et Centre,Orléans-cléry,Orléans-cléry,AOC,Orléans-cléry,sec,rouge,2.0,5.0,13.0,14.0,,
737,Vallée de la Loire et Centre,Pouilly-fumé,Pouilly-fumé,AOC,Pouilly-fumé,sec,blanc,3.0,15.0,10.0,12.0,,
738,Vallée de la Loire et Centre,Pouilly-sur-loire,Pouilly-sur-loire,AOC,Pouilly-sur-loire,sec,blanc,2.0,6.0,10.0,12.0,,
739,Vallée de la Loire et Centre,Quarts-de-chaume,Quarts-de-chaume,AOC,Quarts-de-chaume,doux,blanc,5.0,35.0,8.0,10.0,,
740,Vallée de la Loire et Centre,Quincy,Quincy,AOC,Quincy,sec,blanc,3.0,10.0,10.0,12.0,,
741,Vallée de la Loire et Centre,Reuilly,Reuilly,AOC,Reuilly,sec,rouge,1.0,4.0,16.0,16.0,,
742,Vallée de la Loire et Centre,Reuilly,Reuilly,AOC,Reuilly,sec,blanc,1.0,3.0,10.0,11.0,,
743,Vallée de la Loire et Centre,Reuilly,Reuilly,AOC,Reuilly,sec,rosé,1.0,2.0,12.0,12.0,,
744,Vallée de la Loire et Centre,Rosé-d'anjou,Rosé-d'anjou,AOC,Rosé-d'anjou,moelleux,rosé,1.0,4.0,10.0,12.0,,
745,Vallée de la Loire et Centre,Rosé-de-loire,Rosé-de-loire,AOC,Rosé-de-loire,sec,rosé,1.0,3.0,8.0,10.0,,
746,Vallée de la Loire et Centre,Saint-nicolas-de-bourgueil,Saint-nicolas-de-bourgueil,AOC,Saint-nicolas-de-bourgueil,sec,rouge,3.0,17.0,14.0,16.0,,
747,Vallée de la Loire et Centre,Saint-nicolas-de-bourgueil,Saint-nicolas-de-bourgueil,AOC,Saint-nicolas-de-bourgueil,sec,rosé,1.0,4.0,10.0,11.0,,
748,Vallée de la Loire et Centre,Saint-pourçain,Saint-pourçain,AOC,Saint-pourçain,sec,rouge,2.0,6.0,14.0,14.0,,
749,Vallée de la Loire et Centre,Saint-pourçain,Saint-pourçain,AOC,Saint-pourçain,sec,blanc,1.0,5.0,10.0,10.0,,
750,Vallée de la Loire et Centre,Saint-pourçain,Saint-pourçain,AOC,Saint-pourçain,sec,rosé,1.0,3.0,9.0,11.0,,
751,Vallée de la Loire et Centre,Sancerre,Sancerre,AOC,Sancerre,sec,rouge,2.0,8.0,14.0,15.0,,
752,Vallée de la Loire et Centre,Sancerre,Sancerre,AOC,Sancerre,sec,blanc,2.0,15.0,10.0,12.0,,
753,Vallée de la Loire et Centre,Sancerre,Sancerre,AOC,Sancerre,sec,rosé,1.0,4.0,12.0,12.0,,
754,Vallée de la Loire et Centre,Saumur,Saumur,AOC,Saumur,sec,rouge,3.0,10.0,16.0,16.0,,
755,Vallée de la Loire et Centre,Saumur,Saumur,AOC,Saumur Puy-Notre-Dame,sec,rouge,3.0,15.0,15.0,15.0,,
756,Vallée de la Loire et Centre,Saumur,Saumur,AOC,Saumur,sec,blanc,2.0,10.0,12.0,14.0,,
757,Vallée de la Loire et Centre,Saumur,Saumur,AOC,Saumur,effervescent,blanc,1.0,3.0,6.0,8.0,,
758,Vallée de la Loire et Centre,Saumur,Saumur,AOC,Saumur,effervescent,rosé,1.0,2.0,6.0,8.0,,
759,Vallée de la Loire et Centre,Saumur-champigny,Saumur-champigny,AOC,Saumur-champigny,sec,rouge,3.0,12.0,16.0,16.0,,
760,Vallée de la Loire et Centre,Savennières,Savennières,AOC,Savennières,sec,blanc,3.0,15.0,11.0,13.0,,
761,Vallée de la Loire et Centre,Savennières-coulée-de-serrant,Savennières-coulée-de-serrant,AOC,Savennières-coulée-de-serrant,sec,blanc,4.0,20.0,11.0,13.0,,
762,Vallée de la Loire et Centre,Savennières-roche-aux-moines,Savennières-roche-aux-moines,AOC,Savennières-roche-aux-moines,sec,blanc,3.0,15.0,11.0,13.0,,
763,Vallée de la Loire et Centre,Touraine,Touraine,AOC,Touraine,sec,rouge,2.0,10.0,14.0,15.0,,
764,Vallée de la Loire et Centre,Touraine,Touraine,AOC,Touraine,sec,blanc,1.0,5.0,8.0,10.0,,
765,Vallée de la Loire et Centre,Touraine,Touraine,AOC,Touraine,sec,rosé,1.0,3.0,8.0,10.0,,
766,Vallée de la Loire et Centre,Touraine,Touraine,AOC,Touraine,effervescent,blanc,1.0,4.0,6.0,8.0,,
767,Vallée de la Loire et Centre,Touraine,Touraine,AOC,Touraine,effervescent,rosé,1.0,4.0,7.0,9.0,,
768,Vallée de la Loire et Centre,Touraine,Touraine,AOC,Touraine,effervescent,rouge,1.0,4.0,10.0,12.0,,
769,Vallée de la Loire et Centre,Touraine-noble-joué,Touraine-noble-joué,AOC,Touraine-noble-joué,sec,rosé,2.0,4.0,8.0,10.0,,
770,Vallée de la Loire et Centre,Valençay,Valençay,AOC,Valençay,sec,rouge,2.0,5.0,14.0,14.0,,
771,Vallée de la Loire et Centre,Valençay,Valençay,AOC,Valençay,sec,blanc,1.0,4.0,10.0,11.0,,
772,Vallée de la Loire et Centre,Valençay,Valençay,AOC,Valençay,sec,rosé,1.0,3.0,9.0,11.0,,
773,Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Allier,IGP,Vins de pays/IGP Allier,sec,rouge,1.0,4.0,14.0,16.0,,
774,Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Allier,IGP,Vins de pays/IGP Allier,sec,blanc,1.0,2.0,8.0,10.0,,
775,Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Allier,IGP,Vins de pays/IGP Allier,sec,rosé,1.0,2.0,8.0,10.0,,
776,Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Calvados,IGP,Vins de pays/IGP Calvados,sec,rouge,1.0,4.0,12.0,14.0,,
777,Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Calvados,IGP,Vins de pays/IGP Calvados,sec,blanc,1.0,6.0,9.0,11.0,,
778,Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Calvados,IGP,Vins de pays/IGP Calvados,sec,rosé,1.0,2.0,8.0,10.0,,
779,Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Cher,IGP,Vins de pays/IGP Cher,sec,rouge,2.0,4.0,13.0,15.0,,
780,Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Cher,IGP,Vins de pays/IGP Cher,sec,blanc,1.0,4.0,8.0,10.0,,
781,Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Cher,IGP,Vins de pays/IGP Cher,sec,rosé,1.0,3.0,8.0,10.0,,
782,Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Coteaux charitois,IGP,Vins de pays/IGP Coteaux charitois,sec,rouge,2.0,4.0,15.0,16.0,,
783,Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Coteaux charitois,IGP,Vins de pays/IGP Coteaux charitois,sec,blanc,2.0,6.0,10.0,12.0,,
784,Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Coteaux charitois,IGP,Vins de pays/IGP Coteaux charitois,sec,rosé,1.0,2.0,9.0,11.0,,
785,Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Côtes de la Charité,IGP,Vins de pays/IGP Côtes de la Charité,sec,rouge,2.0,6.0,13.0,15.0,,
786,Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Côtes de la Charité,IGP,Vins de pays/IGP Côtes de la Charité,sec,blanc,2.0,5.0,12.0,14.0,,
787,Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Côtes de la Charité,IGP,Vins de pays/IGP Côtes de la Charité,sec,rosé,1.0,3.0,9.0,11.0,,
788,Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Haute-Vienne,IGP,Vins de pays/IGP Haute-Vienne,sec,rouge,1.0,4.0,13.0,15.0,,
789,Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Haute-Vienne,IGP,Vins de pays/IGP Haute-Vienne,sec,blanc,1.0,3.0,10.0,11.0,,
790,Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Haute-Vienne,IGP,Vins de pays/IGP Haute-Vienne,sec,rosé,1.0,2.0,8.0,10.0,,
791,Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Puy-de-Dôme,IGP,Vins de pays/IGP Puy-de-Dôme,sec,rouge,2.0,5.0,16.0,16.0,,
792,Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Puy-de-Dôme,IGP,Vins de pays/IGP Puy-de-Dôme,sec,blanc,1.0,3.0,8.0,10.0,,
