,Région,Sous-Région,Appellation,Label,Cru,Type,Couleur,Age min,Age max,T°C min,T°max,Type de verre,Commentaires
204,Bourgogne,Côte de Beaune,Saint-Romain,AOC,Saint-Romain,sec,rouge,4.0,12.0,16.0,,,
205,Bourgogne,Côte de Beaune,Saint-Romain,AOC,Saint-Romain,sec,blanc,2.0,10.0,13.0,,,
206,Bourgogne,Côte de Beaune,Santenay,AOC,Santenay,sec,rouge,3.0,7.0,16.0,,,
207,Bourgogne,Côte de Beaune,Santenay,AOC,Santenay Premier Cru,sec,rouge,4.0,15.0,16.0,,,
208,Bourgogne,Côte de Beaune,Santenay,AOC,Santenay,sec,blanc,2.0,8.0,13.0,,,
209,Bourgogne,Côte de Beaune,Santenay,AOC,Santenay Premier Cru,sec,blanc,3.0,17.0,13.0,,,
210,Bourgogne,Côte de Beaune,Savigny-lès-Beaune,AOC,Savigny-lès-Beaune,sec,rouge,4.0,10.0,16.0,,,
211,Bourgogne,Côte de Beaune,Savigny-lès-Beaune,AOC,Savigny-lès-Beaune Premier Cru,sec,rouge,6.0,16.0,16.0,,,
212,Bourgogne,Côte de Beaune,Savigny-lès-Beaune,AOC,Savigny-lès-Beaune,sec,blanc,4.0,10.0,13.0,,,
213,Bourgogne,Côte de Beaune,Savigny-lès-Beaune,AOC,Savigny-lès-Beaune Premier Cru,sec,blanc,5.0,15.0,13.0,,,
214,Bourgogne,Côte de Beaune,Volnay,AOC,Volnay,sec,rouge,3.0,6.0,16.0,,,
215,Bourgogne,Côte de Beaune,Volnay,AOC,Volnay Premier Cru,sec,rouge,4.0,15.0,16.0,,,
216,Bourgogne,Côte de Nuits,Bonnes-Mares,AOC,Bonnes-Mares Grand Cru,sec,rouge,10.0,25.0,16.0,,,
217,Bourgogne,Côte de Nuits,Chambertin,AOC,Chambertin,sec,rouge,7.0,15.0,14.0,16.0,,
218,Bourgogne,Côte de Nuits,Chambertin-Clos de Bèze,AOC,Chambertin-Clos de Bèze Grand Cru,sec,rouge,10.0,35.0,14.0,16.0,,
219,Bourgogne,Côte de Nuits,Chambolle-Musigny,AOC,Chambolle-Musigny,sec,rouge,5.0,10.0,16.0,16.0,,
220,Bourgogne,Côte de Nuits,Chambolle-Musigny,AOC,Chambolle-Musigny Premier Cru,sec,rouge,7.0,15.0,16.0,16.0,,
221,Bourgogne,Côte de Nuits,Chapelle-Chambertin,AOC,Chapelle-Chambertin Grand Cru,sec,rouge,7.0,20.0,15.0,16.0,,
222,Bourgogne,Côte de Nuits,Charmes-Chambertin,AOC,Charmes-Chambertin Grand Cru,sec,rouge,6.0,25.0,16.0,,,
223,Bourgogne,Côte de Nuits,Clos de la Roche,AOC,Clos de la Roche Grand Cru,sec,rouge,8.0,30.0,16.0,,,
224,Bourgogne,Côte de Nuits,Clos de Tart,AOC,Clos de Tart Grand Cru,sec,rouge,8.0,30.0,15.0,16.0,,
225,Bourgogne,Côte de Nuits,Clos de Vougeot,AOC,Clos de Vougeot Grand Cru,sec,rouge,10.0,35.0,16.0,,,
226,Bourgogne,Côte de Nuits,Clos des Lambrays,AOC,Clos des Lambrays Grand Cru,sec,rouge,7.0,25.0,16.0,,,
227,Bourgogne,Côte de Nuits,Clos Saint-Denis,AOC,Clos Saint-Denis Grand Cru,sec,rouge,5.0,20.0,15.0,16.0,,
228,Bourgogne,Côte de Nuits,Côte de Nuits Villages,AOC,Côte de Nuits Villages,sec,rouge,3.0,8.0,16.0,,,
229,Bourgogne,Côte de Nuits,Côte de Nuits Villages,AOC,Côte de Nuits Villages,sec,blanc,1.0,5.0,12.0,14.0,,
230,Bourgogne,Côte de Nuits,Echezeaux,AOC,Echezeaux Grand Cru,sec,rouge,7.0,30.0,16.0,,,
231,Bourgogne,Côte de Nuits,Fixin,AOC,Fixin,sec,rouge,3.0,8.0,16.0,,,
232,Bourgogne,Côte de Nuits,Fixin,AOC,Fixin Premier Cru,sec,rouge,3.0,10.0,16.0,,,
233,Bourgogne,Côte de Nuits,Fixin,AOC,Fixin,sec,blanc,1.0,5.0,13.0,,,
234,Bourgogne,Côte de Nuits,Fixin,AOC,Fixin Premier Cru,sec,blanc,1.0,6.0,13.0,,,
235,Bourgogne,Côte de Nuits,Gevrey-Chambertin,AOC,Gevrey-Chambertin,sec,rouge,2.0,10.0,16.0,,,
236,Bourgogne,Côte de Nuits,Gevrey-Chambertin,AOC,Gevrey-Chambertin Premier Cru,sec,rouge,4.0,20.0,16.0,,,
237,Bourgogne,Côte de Nuits,Grands-Echezeaux,AOC,Grands-Echezeaux Grand Cru,sec,rouge,5.0,25.0,16.0,,,
238,Bourgogne,Côte de Nuits,Griotte-Chambertin,AOC,Griotte-Chambertin Grand Cru,sec,rouge,8.0,30.0,16.0,,,
239,Bourgogne,Côte de Nuits,La Grande Rue,AOC,La Grande Rue Grand Cru,sec,rouge,7.0,25.0,16.0,,,
240,Bourgogne,Côte de Nuits,La Romanée,AOC,La Romanée Grand Cru,sec,rouge,10.0,40.0,16.0,,,
241,Bourgogne,Côte de Nuits,La Tâche,AOC,La Tâche Grand Cru,sec,rouge,8.0,30.0,16.0,,,
242,Bourgogne,Côte de Nuits,Latricières-Chambertin,AOC,Latricières-Chambertin Grand Cru,sec,rouge,7.0,35.0,16.0,,,
243,Bourgogne,Côte de Nuits,Marsannay,AOC,Marsannay,sec,rouge,2.0,9.0,16.0,,,
244,Bourgogne,Côte de Nuits,Marsannay,AOC,Marsannay,sec,blanc,3.0,7.0,12.0,,,
245,Bourgogne,Côte de Nuits,Marsannay,AOC,Marsannay,sec,rosé,1.0,4.0,12.0,,,
246,Bourgogne,Côte de Nuits,Mazis-Chambertin,AOC,Mazis-Chambertin Grand Cru,sec,rouge,7.0,30.0,16.0,,,
247,Bourgogne,Côte de Nuits,Mazoyères-Chambertin,AOC,Mazoyères-Chambertin Grand Cru,sec,rouge,7.0,30.0,16.0,,,
248,Bourgogne,Côte de Nuits,Morey-Saint-Denis,AOC,Morey-Saint-Denis,sec,rouge,3.0,12.0,16.0,,,
249,Bourgogne,Côte de Nuits,Morey-Saint-Denis,AOC,Morey-Saint-Denis Premier Cru,sec,rouge,3.0,15.0,16.0,,,
250,Bourgogne,Côte de Nuits,Morey-Saint-Denis,AOC,Morey-Saint-Denis,sec,blanc,2.0,8.0,13.0,,,
251,Bourgogne,Côte de Nuits,Morey-Saint-Denis,AOC,Morey-Saint-Denis Premier Cru,sec,blanc,2.0,12.0,13.0,,,
252,Bourgogne,Côte de Nuits,Nuits-Saint-Georges,AOC,Nuits-Saint-Georges,sec,rouge,4.0,15.0,16.0,,,
253,Bourgogne,Côte de Nuits,Nuits-Saint-Georges,AOC,Nuits-Saint-Georges Premier Cru,sec,rouge,5.0,20.0,16.0,,,
254,Bourgogne,Côte de Nuits,Nuits-Saint-Georges,AOC,Nuits-Saint-Georges,sec,blanc,3.0,8.0,13.0,,,
255,Bourgogne,Côte de Nuits,Nuits-Saint-Georges,AOC,Nuits-Saint-Georges Premier Cru,sec,blanc,3.0,15.0,13.0,,,
256,Bourgogne,Côte de Nuits,Richebourg,AOC,Richebourg Grand Cru,sec,rouge,7.0,35.0,16.0,,,
257,Bourgogne,Côte de Nuits,Romanée-Conti,AOC,Romanée-Conti Grand Cru,sec,rouge,7.0,40.0,16.0,,,
258,Bourgogne,Côte de Nuits,Romanée-Saint-Vivant,AOC,Romanée-Saint-Vivant Grand Cru,sec,rouge,7.0,35.0,16.0,,,
259,Bourgogne,Côte de Nuits,Ruchottes-Chambertin,AOC,Ruchottes-Chambertin Grand Cru,sec,rouge,7.0,30.0,16.0,,,
260,Bourgogne,Côte de Nuits,Vosne-Romanée,AOC,Vosne-Romanée,sec,rouge,2.0,13.0,16.0,,,
261,Bourgogne,Côte de Nuits,Vosne-Romanée,AOC,Vosne-Romanée Premier Cru,sec,rouge,5.0,20.0,16.0,,,
262,Bourgogne,Côte de Nuits,Vougeot,AOC,Vougeot,sec,rouge,3.0,12.0,16.0,,,
263,Bourgogne,Côte de Nuits,Vougeot,AOC,Vougeot Premier Cru,sec,rouge,5.0,15.0,16.0,,,
264,Bourgogne,Côte de Nuits,Vougeot,AOC,Vougeot,sec,blanc,2.0,10.0,13.0,,,
265,Bourgogne,Côte de Nuits,Vougeot,AOC,Vougeot Premier Cru,sec,blanc,2.0,15.0,13.0,,,
266,Bourgogne,Mâcon,Mâcon,AOC,Mâcon,sec,rouge,2.0,8.0,14.0,,,
267,Bourgogne,Mâcon,Mâcon,AOC,Mâcon,sec,blanc,2.0,10.0,12.0,13.0,,
268,Bourgogne,Mâcon,Mâcon,AOC,Mâcon,sec,rosé,1.0,4.0,10.0,,,
269,Bourgogne,Mâcon,Pouilly-Fuissé,AOC,Pouilly-Fuissé,sec,blanc,3.0,12.0,13.0,,,
270,Bourgogne,Mâcon,Pouilly-Loché,AOC,Pouilly-Loché,sec,blanc,5.0,15.0,13.0,,,
271,Bourgogne,Mâcon,Pouilly-Vinzelles,AOC,Pouilly-Vinzelles,sec,blanc,2.0,8.0,13.0,,,
272,Bourgogne,Mâcon,Saint-Véran,AOC,Saint-Véran,sec,blanc,3.0,8.0,13.0,,,
273,Bourgogne,Mâcon,Viré-Clessé,AOC,Viré-Clessé,sec,blanc,3.0,10.0,13.0,,,
274,Centre,Centre,Vins de pays/IGP Comtés rhodaniens,IGP,Vins de pays/IGP Comtés rhodaniens,sec,rouge,2.0,5.0,16.0,16.0,,
275,Centre,Centre,Vins de pays/IGP Comtés rhodaniens,IGP,Vins de pays/IGP Comtés rhodaniens,sec,blanc,1.0,3.0,8.0,10.0,,
276,Centre,Centre,Vins de pays/IGP Comtés rhodaniens,IGP,Vins de pays/IGP Comtés rhodaniens,sec,rosé,2.0,4.0,8.0,10.0,,
277,Champagne,Champagne,Champagne,AOC,Champagne millésimé,effervescent,blanc,1.0,15.0,10.0,12.0,,
278,Champagne,Champagne,Champagne,AOC,Champagne millésimé,effervescent,rosé,1.0,15.0,11.0,12.0,,
279,Champagne,Champagne,Champagne,AOC,Champagne BSA,effervescent,blanc,1.0,8.0,8.0,10.0,,
280,Champagne,Champagne,Champagne,AOC,Champagne BSA,effervescent,rosé,1.0,8.0,9.0,11.0,,
281,Champagne,Champagne,Champagne,AOC,Coteaux Champenois,sec,rouge,3.0,8.0,13.0,14.0,,
282,Champagne,Champagne,Champagne,AOC,Coteaux Champenois,sec,blanc,2.0,10.0,10.0,10.0,,
283,Champagne,Champagne,Champagne,AOC,Coteaux Champenois,sec,rosé,1.0,4.0,8.0,10.0,,
284,Champagne,Champagne,Champagne,AOC,Rosé des Riceys,sec,rosé,2.0,6.0,10.0,12.0,,
285,Champagne,Champagne,Vins de pays/IGP Coteaux de Coiffy,IGP,Vins de pays/IGP Coteaux de Coiffy,sec,rouge,2.0,7.0,12.0,14.0,,
286,Champagne,Champagne,Vins de pays/IGP Coteaux de Coiffy,IGP,Vins de pays/IGP Coteaux de Coiffy,sec,blanc,2.0,7.0,12.0,14.0,,
287,Champagne,Champagne,Vins de pays/IGP Coteaux de Coiffy,IGP,Vins de pays/IGP Coteaux de Coiffy,sec,rosé,1.0,4.0,11.0,13.0,,
288,Champagne,Champagne,Vins de pays/IGP Haute-Marne,IGP,Vins de pays/IGP Haute-Marne,sec,rouge,2.0,5.0,16.0,17.0,,
289,Champagne,Champagne,Vins de pays/IGP Haute-Marne,IGP,Vins de pays/IGP Haute-Marne,sec,blanc,2.0,5.0,12.0,14.0,,
290,Champagne,Champagne,Vins de pays/IGP Haute-Marne,IGP,Vins de pays/IGP Haute-Marne,effervescent,blanc,1.0,3.0,6.0,8.0,,
291,Champagne,Champagne,Vins de pays/IGP Haute-Marne,IGP,Vins de pays/IGP Haute-Marne,sec,rosé,1.0,3.0,8.0,10.0,,
292,Champagne,Corse,Ajaccio,AOC,Ajaccio,sec,rouge,2.0,5.0,16.0,16.0,,
293,Champagne,Corse,Ajaccio,AOC,Ajaccio,sec,blanc,1.0,3.0,7.0,9.0,,
294,Champagne,Corse,Ajaccio,AOC,Ajaccio,sec,rosé,1.0,3.0,8.0,10.0,,
295,Cognac,Cognac,Vins de pays/IGP Charentais,IGP,Vins de pays/IGP Charentais,sec,rouge,1.0,4.0,16.0,16.0,,
296,Cognac,Cognac,Vins de pays/IGP Charentais,IGP,Vins de pays/IGP Charentais,sec,blanc,1.0,2.0,9.0,11.0,,
297,Cognac,Cognac,Vins de pays/IGP Charentais,IGP,Vins de pays/IGP Charentais,sec,rosé,1.0,3.0,8.0,10.0,,
298,Corse,Corse,Musct du Cap Corse,AOC,Musct du Cap Corse,doux,blanc,3.0,10.0,9.0,11.0,,
299,Corse,Corse,Patrimonio,AOC,Patrimonio,sec,rouge,3.0,10.0,16.0,16.0,,
300,Corse,Corse,Patrimonio,AOC,Patrimonio,sec,blanc,1.0,3.0,10.0,11.0,,
301,Corse,Corse,Patrimonio,AOC,Patrimonio,sec,rosé,1.0,2.0,12.0,12.0,,
302,Corse,Corse,Vin de Corse,AOC,Vin de Corse,sec,rouge,2.0,5.0,16.0,,,
303,Corse,Corse,Vin de Corse,AOC,Vin de Corse,sec,blanc,1.0,3.0,8.0,,,
304,Corse,Corse,Vin de Corse,AOC,Vin de Corse,sec,rosé,1.0,3.0,10.0,,,
305,Jura,Arbois,Arbois,AOC,Arbois,sec,rouge,3.0,10.0,14.0,16.0,,
306,Jura,Arbois,Arbois,AOC,Arbois,sec,blanc,1.0,7.0,11.0,,,
307,Jura,Arbois,Arbois,AOC,Arbois,sec,rosé,1.0,2.0,10.0,12.0,,
308,Jura,Arbois,Arbois,AOC,Arbois Vin de paille,doux,blanc,5.0,20.0,7.0,8.0,,
309,Jura,Arbois,Arbois,AOC,Arbois vin jaune,sec,blanc,7.0,40.0,14.0,14.0,,
310,Jura,Château-Châlon,Château-Châlon,AOC,Château-Châlon,sec,blanc,7.0,60.0,14.0,16.0,,
311,Jura,Côtes du Jura,Côtes du Jura,AOC,Côtes du Jura,sec,blanc,2.0,8.0,12.0,14.0,,
312,Jura,Côtes du Jura,Côtes du Jura,AOC,Côtes du Jura,sec,rouge,2.0,10.0,16.0,16.0,,
313,Jura,Côtes du Jura,Côtes du Jura,AOC,Côtes du Jura,sec,rosé,1.0,3.0,8.0,10.0,,
314,Jura,Côtes du Jura,Côtes du Jura,AOC,Côtes du Jura vin Jaune,doux,blanc,6.0,40.0,15.0,16.0,,
315,Jura,Côtes du Jura,Côtes du Jura,AOC,Côtes du Jura,doux,blanc,5.0,15.0,8.0,10.0,,
316,Jura,Crémant du Jura,Crémant du Jura,AOC,Crémant du Jura,effervescent,blanc,1.0,5.0,8.0,,,
317,Jura,Crémant du Jura,Crémant du Jura,AOC,Crémant du Jura,effervescent,rosé,1.0,4.0,8.0,,,
318,Jura,Etoile,Etoile,AOC,Etoile,sec,blanc,3.0,10.0,12.0,,,
319,Jura,Etoile,Etoile,AOC,Etoile vin jaune,sec,blanc,6.0,40.0,14.0,16.0,,
320,Jura,Etoile,Etoile,AOC,Etoile vin de paille,doux,blanc,10.0,35.0,8.0,10.0,,
321,Jura,Jura,Vins de pays/IGP Franche-Comté,IGP,Vins de pays/IGP Franche-Comté,sec,rouge,2.0,5.0,16.0,16.0,,
322,Jura,Jura,Vins de pays/IGP Franche-Comté,IGP,Vins de pays/IGP Franche-Comté,sec,blanc,1.0,5.0,12.0,14.0,,
323,Jura,Jura,Vins de pays/IGP Franche-Comté,IGP,Vins de pays/IGP Franche-Comté,sec,rosé,1.0,2.0,9.0,11.0,,
324,Jura,Macvin du Jura,Macvin du Jura,AOC,Macvin du Jura,doux,blanc,5.0,20.0,10.0,13.0,,
325,Jura,Macvin du Jura,Macvin du Jura,AOC,Macvin du Jura,doux,rouge,5.0,20.0,11.0,14.0,,
326,Jura,Macvin du Jura,Macvin du Jura,AOC,Macvin du Jura,doux,rosé,5.0,15.0,10.0,13.0,,
327,Languedoc,Cabardès,Cabardès,AOC,Cabardès,sec,rouge,5.0,10.0,14.0,16.0,,
328,Languedoc,Cabardès,Cabardès,AOC,Cabardès,sec,rosé,1.0,3.0,10.0,12.0,,
329,Languedoc,Clairette-du-languedoc,Clairette-du-languedoc,AOC,Clairette-du-languedoc,sec,blanc,1.0,3.0,10.0,10.0,,
330,Languedoc,Clairette-du-languedoc,Clairette-du-languedoc,AOC,Clairette-du-languedoc,doux,blanc,5.0,15.0,10.0,13.0,,
331,Languedoc,Clairette-du-languedoc,Clairette-du-languedoc,AOC,Clairette-du-languedoc rancio,doux,blanc,4.0,12.0,10.0,13.0,,
332,Languedoc,Corbières,Corbières,AOC,Corbières,sec,blanc,4.0,8.0,10.0,11.0,,
333,Languedoc,Corbières,Corbières,AOC,Corbières,sec,rouge,4.0,10.0,16.0,18.0,,
334,Languedoc,Corbières,Corbières,AOC,Corbières,sec,rosé,1.0,3.0,8.0,10.0,,
335,Languedoc,Corbières-boutenac,Corbières-boutenac,AOC,Corbières-boutenac,sec,rouge,4.0,15.0,16.0,18.0,,
336,Languedoc,Crémant-de-limoux,Crémant-de-limoux,AOC,Crémant-de-limoux,effervescent,blanc,2.0,4.0,8.0,10.0,,
337,Languedoc,Crémant-de-limoux,Crémant-de-limoux,AOC,Crémant-de-limoux,effervescent,rosé,2.0,4.0,8.0,10.0,,
338,Languedoc,Faugères,Faugères,AOC,Faugères,sec,rouge,5.0,15.0,16.0,18.0,,
339,Languedoc,Faugères,Faugères,AOC,Faugères,sec,blanc,3.0,8.0,11.0,13.0,,
340,Languedoc,Faugères,Faugères,AOC,Faugères,sec,rosé,1.0,4.0,10.0,11.0,,
341,Languedoc,Fitou,Fitou,AOC,Fitou,sec,rouge,5.0,10.0,16.0,18.0,,
342,Languedoc,La Clape,La Clape,AOC,La Clape,sec,rouge,5.0,15.0,16.0,18.0,,
343,Languedoc,Languedoc,IGP Coteaux de Béziers,IGP,IGP Coteaux de Béziers,sec,rouge,,,,,,
344,Languedoc,Languedoc,IGP Coteaux de Béziers,IGP,IGP Coteaux de Béziers,sec,blanc,,,,,,
345,Languedoc,Languedoc,IGP Coteaux de Béziers,IGP,IGP Coteaux de Béziers,sec,rosé,,,,,,
346,Languedoc,Languedoc,Languedoc,AOC,Languedoc,sec,rouge,2.0,10.0,16.0,18.0,,
347,Languedoc,Languedoc,Languedoc,AOC,Languedoc,sec,blanc,1.0,8.0,9.0,11.0,,
348,Languedoc,Languedoc,Languedoc,AOC,Languedoc,sec,rosé,1.0,4.0,10.0,12.0,,
349,Languedoc,Languedoc,Vins de pays/IGP Cathare,IGP,Vins de pays/IGP Cathare,sec,rouge,1.0,3.0,16.0,17.0,,
350,Languedoc,Languedoc,Vins de pays/IGP Cathare,IGP,Vins de pays/IGP Cathare,sec,blanc,1.0,3.0,10.0,12.0,,
351,Languedoc,Languedoc,Vins de pays/IGP Cathare,IGP,Vins de pays/IGP Cathare,sec,rosé,1.0,2.0,8.0,10.0,,
352,Languedoc,Languedoc,Vins de pays/IGP Cité de Carcassonne,IGP,Vins de pays/IGP Cité de Carcassonne,sec,rouge,1.0,4.0,16.0,16.0,,
353,Languedoc,Languedoc,Vins de pays/IGP Cité de Carcassonne,IGP,Vins de pays/IGP Cité de Carcassonne,sec,blanc,1.0,3.0,10.0,11.0,,
354,Languedoc,Languedoc,Vins de pays/IGP Cité de Carcassonne,IGP,Vins de pays/IGP Cité de Carcassonne,sec,rosé,1.0,2.0,8.0,10.0,,
355,Languedoc,Languedoc,Vins de pays/IGP Coteaux d'Ensérune,IGP,Vins de pays/IGP Coteaux d'Ensérune,sec,rouge,2.0,8.0,14.0,16.0,,
356,Languedoc,Languedoc,Vins de pays/IGP Coteaux d'Ensérune,IGP,Vins de pays/IGP Coteaux d'Ensérune,sec,blanc,1.0,3.0,8.0,10.0,,
357,Languedoc,Languedoc,Vins de pays/IGP Coteaux d'Ensérune,IGP,Vins de pays/IGP Coteaux d'Ensérune,sec,rosé,1.0,2.0,7.0,9.0,,
358,Languedoc,Languedoc,Vins de pays/IGP Coteaux de Peyriac,IGP,Vins de pays/IGP Coteaux de Peyriac,sec,rouge,1.0,3.0,16.0,16.0,,
359,Languedoc,Languedoc,Vins de pays/IGP Coteaux de Peyriac,IGP,Vins de pays/IGP Coteaux de Peyriac,sec,blanc,1.0,2.0,7.0,9.0,,
360,Languedoc,Languedoc,Vins de pays/IGP Coteaux de Peyriac,IGP,Vins de pays/IGP Coteaux de Peyriac,sec,rosé,1.0,2.0,7.0,9.0,,
361,Languedoc,Languedoc,Vins de pays/IGP Côtes de Thau,IGP,Vins de pays/IGP Côtes de Thau,sec,rouge,2.0,6.0,16.0,18.0,,
362,Languedoc,Languedoc,Vins de pays/IGP Côtes de Thau,IGP,Vins de pays/IGP Côtes de Thau,sec,blanc,2.0,5.0,11.0,13.0,,
363,Languedoc,Languedoc,Vins de pays/IGP Côtes de Thau,IGP,Vins de pays/IGP Côtes de Thau,sec,rosé,1.0,3.0,8.0,10.0,,
364,Languedoc,Languedoc,Vins de pays/IGP Côtes de Thongue,IGP,Vins de pays/IGP Côtes de Thongue,sec,rouge,1.0,6.0,16.0,18.0,,
365,Languedoc,Languedoc,Vins de pays/IGP Côtes de Thongue,IGP,Vins de pays/IGP Côtes de Thongue,sec,blanc,1.0,3.0,9.0,11.0,,
366,Languedoc,Languedoc,Vins de pays/IGP Côtes de Thongue,IGP,Vins de pays/IGP Côtes de Thongue,sec,rosé,1.0,2.0,8.0,10.0,,
367,Languedoc,Languedoc,Vins de pays/IGP Côtes du Brian,IGP,Vins de pays/IGP Côtes du Brian,sec,rouge,2.0,6.0,16.0,18.0,,
368,Languedoc,Languedoc,Vins de pays/IGP Côtes du Brian,IGP,Vins de pays/IGP Côtes du Brian,sec,blanc,1.0,3.0,11.0,12.0,,
369,Languedoc,Languedoc,Vins de pays/IGP Côtes du Brian,IGP,Vins de pays/IGP Côtes du Brian,sec,rosé,1.0,2.0,8.0,10.0,,
370,Languedoc,Languedoc,Vins de pays/IGP Haute vallée de l'Aude,IGP,Vins de pays/IGP Haute vallée de l'Aude,sec,rouge,2.0,5.0,16.0,16.0,,
371,Languedoc,Languedoc,Vins de pays/IGP Haute vallée de l'Aude,IGP,Vins de pays/IGP Haute vallée de l'Aude,sec,blanc,1.0,4.0,10.0,12.0,,
372,Languedoc,Languedoc,Vins de pays/IGP Haute vallée de l'Aude,IGP,Vins de pays/IGP Haute vallée de l'Aude,sec,rosé,1.0,1.0,8.0,10.0,,
373,Languedoc,Languedoc,Vins de pays/IGP Haute vallée de l'Orb,IGP,Vins de pays/IGP Haute vallée de l'Orb,sec,rouge,1.0,4.0,16.0,16.0,,
374,Languedoc,Languedoc,Vins de pays/IGP Haute vallée de l'Orb,IGP,Vins de pays/IGP Haute vallée de l'Orb,sec,blanc,1.0,4.0,10.0,12.0,,
375,Languedoc,Languedoc,Vins de pays/IGP Haute vallée de l'Orb,IGP,Vins de pays/IGP Haute vallée de l'Orb,sec,rosé,1.0,2.0,8.0,10.0,,
376,Languedoc,Languedoc,Vins de pays/IGP Hérault,IGP,Vins de pays/IGP Hérault,sec,rouge,3.0,12.0,16.0,16.0,,
377,Languedoc,Languedoc,Vins de pays/IGP Hérault,IGP,Vins de pays/IGP Hérault,sec,blanc,2.0,10.0,11.0,13.0,,
378,Languedoc,Languedoc,Vins de pays/IGP Hérault,IGP,Vins de pays/IGP Hérault,sec,rosé,1.0,3.0,9.0,11.0,,
379,Languedoc,Languedoc,Vins de pays/IGP Sable de Camargue,IGP,Vins de pays/IGP Sable de Camargue,sec,rouge,2.0,5.0,16.0,16.0,,
380,Languedoc,Languedoc,Vins de pays/IGP Sable de Camargue,IGP,Vins de pays/IGP Sable de Camargue,sec,blanc,1.0,4.0,9.0,11.0,,
381,Languedoc,Languedoc,Vins de pays/IGP Sable de Camargue,IGP,Vins de pays/IGP Sable de Camargue,sec,rosé,1.0,3.0,9.0,11.0,,
382,Languedoc,Languedoc,Vins de pays/IGP Sable de Camargue,IGP,Vins de pays/IGP Sable de Camargue,sec,gris,1.0,3.0,9.0,11.0,,
383,Languedoc,Languedoc,Vins de pays/IGP Sable de Camargue,IGP,Vins de pays/IGP Sable de Camargue,effervescent,blanc,1.0,3.0,6.0,8.0,,
384,Languedoc,Languedoc,Vins de pays/IGP Saint-Guilhem-le-Désert,IGP,Vins de pays/IGP Saint-Guilhem-le-Désert,sec,rouge,2.0,6.0,16.0,16.0,,
385,Languedoc,Languedoc,Vins de pays/IGP Saint-Guilhem-le-Désert,IGP,Vins de pays/IGP Saint-Guilhem-le-Désert,sec,blanc,2.0,4.0,10.0,12.0,,
386,Languedoc,Languedoc,Vins de pays/IGP Saint-Guilhem-le-Désert,IGP,Vins de pays/IGP Saint-Guilhem-le-Désert,sec,rosé,1.0,2.0,8.0,10.0,,
387,Languedoc,Languedoc,Vins de pays/IGP Torgan,IGP,Vins de pays/IGP Torgan,sec,rouge,2.0,4.0,16.0,16.0,,
388,Languedoc,Languedoc,Vins de pays/IGP Torgan,IGP,Vins de pays/IGP Torgan,sec,blanc,1.0,4.0,9.0,11.0,,
389,Languedoc,Languedoc,Vins de pays/IGP Torgan,IGP,Vins de pays/IGP Torgan,sec,rosé,1.0,2.0,8.0,10.0,,
390,Languedoc,Languedoc,Vins de pays/IGP Vallée du paradis,IGP,Vins de pays/IGP Vallée du paradis,sec,rouge,2.0,6.0,15.0,17.0,,
391,Languedoc,Languedoc,Vins de pays/IGP Vallée du paradis,IGP,Vins de pays/IGP Vallée du paradis,sec,blanc,1.0,4.0,10.0,11.0,,
392,Languedoc,Languedoc,Vins de pays/IGP Vallée du paradis,IGP,Vins de pays/IGP Vallée du paradis,sec,rosé,1.0,2.0,8.0,10.0,,
393,Languedoc,Languedoc,Vins de pays/IGP Vicomté d'Aumélas,IGP,Vins de pays/IGP Vicomté d'Aumélas,sec,rouge,2.0,7.0,16.0,16.0,,
394,Languedoc,Languedoc,Vins de pays/IGP Vicomté d'Aumélas,IGP,Vins de pays/IGP Vicomté d'Aumélas,sec,blanc,2.0,5.0,12.0,14.0,,
395,Languedoc,Languedoc,Vins de pays/IGP Vicomté d'Aumélas,IGP,Vins de pays/IGP Vicomté d'Aumélas,sec,rosé,1.0,2.0,8.0,10.0,,
396,Languedoc,Languedoc,Vins de pays/IGPCoteaux de Narbonne,IGP,Vins de pays/IGPCoteaux de Narbonne,sec,rouge,1.0,4.0,16.0,16.0,,
397,Languedoc,Languedoc,Vins de pays/IGPCoteaux de Narbonne,IGP,Vins de pays/IGPCoteaux de Narbonne,sec,blanc,1.0,3.0,8.0,10.0,,
398,Languedoc,Languedoc,Vins de pays/IGPCoteaux de Narbonne,IGP,Vins de pays/IGPCoteaux de Narbonne,sec,rosé,1.0,2.0,7.0,9.0,,
399,Languedoc,Limoux,Limoux,AOC,Limoux,sec,rouge,3.0,10.0,15.0,17.0,,
400,Languedoc,Limoux,Limoux,AOC,Limoux,sec,blanc,2.0,8.0,9.0,11.0,,
401,Languedoc,Limoux,Limoux,AOC,Blanquette méthode ancestrale,effervescent,blanc,2.0,5.0,8.0,10.0,,
402,Languedoc,Limoux,Limoux,AOC,Blanquette-de-limoux,effervescent,blanc,2.0,5.0,8.0,10.0,,
403,Languedoc,Malepère,Malepère,AOC,Malepère,sec,rouge,4.0,12.0,15.0,16.0,,
404,Languedoc,Malepère,Malepère,AOC,Malepère,sec,rosé,2.0,4.0,8.0,11.0,,
405,Languedoc,Minervois,Minervois,AOC,Minervois,sec,rouge,4.0,10.0,15.0,17.0,,
406,Languedoc,Minervois,Minervois,AOC,Minervois,sec,rosé,2.0,4.0,9.0,11.0,,
407,Languedoc,Minervois,Minervois,AOC,Minervois,sec,blanc,2.0,7.0,12.0,12.0,,
