id,area_id,color,vintage,id,name,region_id,id,name
470,421,no color,"{'vintage': '2005', 'rank': 8},{'vintage': '1989', 'rank': 7},{'vintage': ' 1990', 'rank': 7},{'vintage': '2000', 'rank': 7},{'vintage': '1975', 'rank': 6},{'vintage': ' 1976', 'rank': 6},{'vintage': ' 1982', 'rank': 6},{'vintage': ' 1985', 'rank': 6},{'vintage': ' 1988', 'rank': 6},{'vintage': ' 1995', 'rank': 6},{'vintage': ' 1998', 'rank': 6},{'vintage': '2001', 'rank': 6},{'vintage': '1966', 'rank': 5},{'vintage': ' 1970', 'rank': 5},{'vintage': ' 1971', 'rank': 5},{'vintage': ' 1978', 'rank': 5},{'vintage': ' 1979', 'rank': 5},{'vintage': ' 1981', 'rank': 5},{'vintage': ' 1983', 'rank': 5},{'vintage': ' 1994', 'rank': 5},{'vintage': ' 1997', 'rank': 5},{'vintage': ' 1999', 'rank': 5},{'vintage': '2003', 'rank': 5},{'vintage': '2011', 'rank': 5},{'vintage': '1986', 'rank': 4},{'vintage': ' 1996', 'rank': 4},{'vintage': '2002', 'rank': 4},{'vintage': '2004', 'rank': 4},{'vintage': '2006', 'rank': 4},{'vintage': '2007', 'rank': 4},{'vintage': '2008', 'rank': 4},{'vintage': '2009', 'rank': 4},{'vintage': '1973', 'rank': 3},{'vintage': ' 1980', 'rank': 3},{'vintage': ' 1992', 'rank': 3},{'vintage': ' 1993', 'rank': 3},{'vintage': '2010', 'rank': 3},{'vintage': '2012', 'rank': 3},{'vintage': '2013', 'rank': 3},{'vintage': '1967', 'rank': 2},{'vintage': ' 1969', 'rank': 2},{'vintage': ' 1977', 'rank': 2},{'vintage': ' 1984', 'rank': 2},{'vintage': ' 1987', 'rank': 2},{'vintage': ' 1991', 'rank': 2},",421,Vins-d'estaing,7,7,Sud-Ouest
554,6,no color,"{'vintage': '1989', 'rank': 6},{'vintage': '1982', 'rank': 5},{'vintage': ' 1983', 'rank': 5},{'vintage': ' 1984', 'rank': 5},{'vintage': ' 1986', 'rank': 5},{'vintage': ' 1988', 'rank': 5},{'vintage': ' 1990', 'rank': 5},{'vintage': ' 1995', 'rank': 5},{'vintage': ' 1998', 'rank': 5},{'vintage': '2001', 'rank': 5},{'vintage': '2006', 'rank': 5},{'vintage': '2007', 'rank': 5},{'vintage': '2009', 'rank': 5},{'vintage': '2010', 'rank': 5},{'vintage': '1985', 'rank': 4},{'vintage': ' 1997', 'rank': 4},{'vintage': ' 1999', 'rank': 4},{'vintage': '2004', 'rank': 4},{'vintage': '2005', 'rank': 4},{'vintage': '2008', 'rank': 4},{'vintage': '2011', 'rank': 4},{'vintage': '1996', 'rank': 3},{'vintage': '2000', 'rank': 3},{'vintage': '2003', 'rank': 3},{'vintage': '2012', 'rank': 3},{'vintage': '2013', 'rank': 3},{'vintage': '1987', 'rank': 2},{'vintage': ' 1991', 'rank': 2},{'vintage': ' 1992', 'rank': 2},{'vintage': ' 1993', 'rank': 2},{'vintage': ' 1994', 'rank': 2},{'vintage': '2002', 'rank': 2},",6,Coteaux-varois-en-provence,2,2,Provence
387,353,no color,"{'vintage': '2007', 'rank': 7},{'vintage': '1988', 'rank': 6},{'vintage': ' 1998', 'rank': 6},{'vintage': '2006', 'rank': 6},{'vintage': '2009', 'rank': 6},{'vintage': '1983', 'rank': 5},{'vintage': ' 1984', 'rank': 5},{'vintage': ' 1989', 'rank': 5},{'vintage': ' 1990', 'rank': 5},{'vintage': ' 1995', 'rank': 5},{'vintage': '2001', 'rank': 5},{'vintage': '2004', 'rank': 5},{'vintage': '2010', 'rank': 5},{'vintage': '1982', 'rank': 4},{'vintage': ' 1985', 'rank': 4},{'vintage': ' 1986', 'rank': 4},{'vintage': ' 1997', 'rank': 4},{'vintage': ' 1999', 'rank': 4},{'vintage': '2000', 'rank': 4},{'vintage': '2005', 'rank': 4},{'vintage': '2008', 'rank': 4},{'vintage': '2011', 'rank': 4},{'vintage': '1996', 'rank': 3},{'vintage': '2003', 'rank': 3},{'vintage': '2012', 'rank': 3},{'vintage': '2013', 'rank': 3},{'vintage': '1987', 'rank': 2},{'vintage': ' 1992', 'rank': 2},{'vintage': ' 1993', 'rank': 2},{'vintage': ' 1994', 'rank': 2},{'vintage': '2002', 'rank': 2},{'vintage': '1991', 'rank': 1},",353,Ajaccio,14,14,Corse
471,419,rouge,"{'vintage': '1998', 'rank': 7},{'vintage': '2001', 'rank': 7},{'vintage': '2006', 'rank': 7},{'vintage': '2007', 'rank': 7},{'vintage': '1990', 'rank': 6},{'vintage': '2004', 'rank': 6},{'vintage': '1983', 'rank': 5},{'vintage': ' 1984', 'rank': 5},{'vintage': ' 1985', 'rank': 5},{'vintage': ' 1988', 'rank': 5},{'vintage': ' 1995', 'rank': 5},{'vintage': '2009', 'rank': 5},{'vintage': '1982', 'rank': 4},{'vintage': ' 1986', 'rank': 4},{'vintage': ' 1989', 'rank': 4},{'vintage': ' 1997', 'rank': 4},{'vintage': ' 1999', 'rank': 4},{'vintage': '2000', 'rank': 4},{'vintage': '2005', 'rank': 4},{'vintage': '2010', 'rank': 4},{'vintage': '2011', 'rank': 4},{'vintage': '1987', 'rank': 3},{'vintage': ' 1996', 'rank': 3},{'vintage': '2003', 'rank': 3},{'vintage': '2008', 'rank': 3},{'vintage': '2012', 'rank': 3},{'vintage': '2013', 'rank': 3},{'vintage': '1992', 'rank': 2},{'vintage': ' 1994', 'rank': 2},{'vintage': '1991', 'rank': 1},{'vintage': ' 1993', 'rank': 1},{'vintage': '2002', 'rank': 1},",419,Bellet,2,2,Provence
47,36,rouge,"{'vintage': '1928', 'rank': 10},{'vintage': ' 1969', 'rank': 10},{'vintage': ' 1978', 'rank': 10},{'vintage': '1929', 'rank': 9},{'vintage': ' 1937', 'rank': 9},{'vintage': ' 1945', 'rank': 9},{'vintage': ' 1947', 'rank': 9},{'vintage': ' 1959', 'rank': 9},{'vintage': ' 1961', 'rank': 9},{'vintage': ' 1971', 'rank': 9},{'vintage': '1934', 'rank': 8},{'vintage': ' 1949', 'rank': 8},{'vintage': ' 1953', 'rank': 8},{'vintage': ' 1962', 'rank': 8},{'vintage': ' 1966', 'rank': 8},{'vintage': ' 1990', 'rank': 8},{'vintage': '2005', 'rank': 8},{'vintage': '1933', 'rank': 7},{'vintage': ' 1935', 'rank': 7},{'vintage': ' 1943', 'rank': 7},{'vintage': ' 1952', 'rank': 7},{'vintage': ' 1964', 'rank': 7},{'vintage': ' 1976', 'rank': 7},{'vintage': ' 1985', 'rank': 7},{'vintage': '2001', 'rank': 7},{'vintage': '2009', 'rank': 7},{'vintage': '1926', 'rank': 6},{'vintage': ' 1948', 'rank': 6},{'vintage': ' 1967', 'rank': 6},{'vintage': ' 1988', 'rank': 6},{'vintage': ' 1989', 'rank': 6},{'vintage': ' 1996', 'rank': 6},{'vintage': ' 1999', 'rank': 6},{'vintage': '2002', 'rank': 6},{'vintage': '2006', 'rank': 6},{'vintage': '1938', 'rank': 5},{'vintage': ' 1946', 'rank': 5},{'vintage': ' 1954', 'rank': 5},{'vintage': ' 1955', 'rank': 5},{'vintage': ' 1970', 'rank': 5},{'vintage': ' 1979', 'rank': 5},{'vintage': ' 1983', 'rank': 5},{'vintage': ' 1992', 'rank': 5},{'vintage': ' 1998', 'rank': 5},{'vintage': '2000', 'rank': 5},{'vintage': '2003', 'rank': 5},{'vintage': '2004', 'rank': 5},{'vintage': '2012', 'rank': 5},{'vintage': '1932', 'rank': 4},{'vintage': ' 1942', 'rank': 4},{'vintage': ' 1974', 'rank': 4},{'vintage': ' 1981', 'rank': 4},{'vintage': ' 1982', 'rank': 4},{'vintage': ' 1991', 'rank': 4},{'vintage': ' 1993', 'rank': 4},{'vintage': ' 1994', 'rank': 4},{'vintage': ' 1995', 'rank': 4},{'vintage': ' 1997', 'rank': 4},{'vintage': '2007', 'rank': 4},{'vintage': '2008', 'rank': 4},{'vintage': '2010', 'rank': 4},{'vintage': '2011', 'rank': 4},{'vintage': '1939', 'rank': 3},{'vintage': ' 1940', 'rank': 3},{'vintage': ' 1951', 'rank': 3},{'vintage': ' 1957', 'rank': 3},{'vintage': ' 1960', 'rank': 3},{'vintage': ' 1984', 'rank': 3},{'vintage': ' 1986', 'rank': 3},{'vintage': '2013', 'rank': 3},{'vintage': '1927', 'rank': 2},{'vintage': ' 1930', 'rank': 2},{'vintage': ' 1950', 'rank': 2},{'vintage': ' 1956', 'rank': 2},{'vintage': ' 1958', 'rank': 2},{'vintage': ' 1963', 'rank': 2},{'vintage': ' 1965', 'rank': 2},{'vintage': ' 1972', 'rank': 2},{'vintage': ' 1973', 'rank': 2},{'vintage': ' 1975', 'rank': 2},{'vintage': ' 1977', 'rank': 2},{'vintage': ' 1980', 'rank': 2},{'vintage': ' 1987', 'rank': 2},{'vintage': '1931', 'rank': 1},{'vintage': ' 1936', 'rank': 1},{'vintage': ' 1941', 'rank': 1},{'vintage': ' 1944', 'rank': 1},{'vintage': ' 1968', 'rank': 1},",36,Fixin,15,15,Bourgogne
599,136,rouge,"{'vintage': '2005', 'rank': 9},{'vintage': '2000', 'rank': 8},{'vintage': '1982', 'rank': 6},{'vintage': ' 1989', 'rank': 6},{'vintage': ' 1990', 'rank': 6},{'vintage': ' 1995', 'rank': 6},{'vintage': ' 1998', 'rank': 6},{'vintage': '1985', 'rank': 5},{'vintage': ' 1988', 'rank': 5},{'vintage': ' 1994', 'rank': 5},{'vintage': ' 1996', 'rank': 5},{'vintage': ' 1997', 'rank': 5},{'vintage': ' 1999', 'rank': 5},{'vintage': '2001', 'rank': 5},{'vintage': '2003', 'rank': 5},{'vintage': '2009', 'rank': 5},{'vintage': '2002', 'rank': 4},{'vintage': '2004', 'rank': 4},{'vintage': '2011', 'rank': 4},{'vintage': '1983', 'rank': 3},{'vintage': ' 1986', 'rank': 3},{'vintage': ' 1992', 'rank': 3},{'vintage': '2006', 'rank': 3},{'vintage': '2007', 'rank': 3},{'vintage': '2008', 'rank': 3},{'vintage': '2010', 'rank': 3},{'vintage': '2012', 'rank': 3},{'vintage': '2013', 'rank': 3},{'vintage': '1984', 'rank': 2},{'vintage': ' 1987', 'rank': 2},{'vintage': ' 1991', 'rank': 2},{'vintage': ' 1993', 'rank': 2},",136,Vins de pays/IGP Côtes de Gascogne,9,9,Vins de Pays
112,100,no color,"{'vintage': '1982', 'rank': 10},{'vintage': '1961', 'rank': 9},{'vintage': ' 1990', 'rank': 9},{'vintage': '2005', 'rank': 9},{'vintage': '1986', 'rank': 8},{'vintage': ' 1989', 'rank': 8},{'vintage': '2000', 'rank': 8},{'vintage': '2009', 'rank': 8},{'vintage': '1959', 'rank': 7},{'vintage': ' 1962', 'rank': 7},{'vintage': ' 1975', 'rank': 7},{'vintage': ' 1985', 'rank': 7},{'vintage': '1964', 'rank': 6},{'vintage': ' 1966', 'rank': 6},{'vintage': ' 1971', 'rank': 6},{'vintage': ' 1983', 'rank': 6},{'vintage': ' 1988', 'rank': 6},{'vintage': ' 1995', 'rank': 6},{'vintage': ' 1996', 'rank': 6},{'vintage': ' 1998', 'rank': 6},{'vintage': '1970', 'rank': 5},{'vintage': ' 1978', 'rank': 5},{'vintage': ' 1981', 'rank': 5},{'vintage': '2003', 'rank': 5},{'vintage': '2006', 'rank': 5},{'vintage': '2008', 'rank': 5},{'vintage': '2010', 'rank': 5},{'vintage': '1976', 'rank': 4},{'vintage': '2001', 'rank': 4},{'vintage': '2002', 'rank': 4},{'vintage': '2004', 'rank': 4},{'vintage': '1979', 'rank': 3},{'vintage': ' 1999', 'rank': 3},{'vintage': '2007', 'rank': 3},{'vintage': '2011', 'rank': 3},{'vintage': '1957', 'rank': 2},{'vintage': ' 1958', 'rank': 2},{'vintage': ' 1965', 'rank': 2},{'vintage': ' 1967', 'rank': 2},{'vintage': ' 1968', 'rank': 2},{'vintage': ' 1974', 'rank': 2},{'vintage': ' 1980', 'rank': 2},{'vintage': ' 1984', 'rank': 2},{'vintage': ' 1987', 'rank': 2},{'vintage': ' 1991', 'rank': 2},{'vintage': ' 1992', 'rank': 2},{'vintage': ' 1993', 'rank': 2},{'vintage': ' 1994', 'rank': 2},{'vintage': ' 1997', 'rank': 2},{'vintage': '2012', 'rank': 2},{'vintage': '2013', 'rank': 2},{'vintage': '1960', 'rank': 1},{'vintage': ' 1963', 'rank': 1},{'vintage': ' 1969', 'rank': 1},{'vintage': ' 1972', 'rank': 1}",100,Listrac-médoc,17,17,Bordelais
555,6,rouge,"{'vintage': '1989', 'rank': 6},{'vintage': '2001', 'rank': 6},{'vintage': '1982', 'rank': 5},{'vintage': ' 1983', 'rank': 5},{'vintage': ' 1988', 'rank': 5},{'vintage': ' 1990', 'rank': 5},{'vintage': ' 1998', 'rank': 5},{'vintage': '2006', 'rank': 5},{'vintage': '2007', 'rank': 5},{'vintage': '2009', 'rank': 5},{'vintage': '1984', 'rank': 4},{'vintage': ' 1985', 'rank': 4},{'vintage': ' 1986', 'rank': 4},{'vintage': ' 1995', 'rank': 4},{'vintage': ' 1997', 'rank': 4},{'vintage': ' 1999', 'rank': 4},{'vintage': '2004', 'rank': 4},{'vintage': '2005', 'rank': 4},{'vintage': '2010', 'rank': 4},{'vintage': '2011', 'rank': 4},{'vintage': '1996', 'rank': 3},{'vintage': '2000', 'rank': 3},{'vintage': '2003', 'rank': 3},{'vintage': '2008', 'rank': 3},{'vintage': '2012', 'rank': 3},{'vintage': '2013', 'rank': 3},{'vintage': '1991', 'rank': 2},{'vintage': ' 1992', 'rank': 2},{'vintage': ' 1993', 'rank': 2},{'vintage': ' 1994', 'rank': 2},{'vintage': '1987', 'rank': 1},{'vintage': '2002', 'rank': 1},",6,Coteaux-varois-en-provence,2,2,Provence
1,1,no color,"{'vintage': '1959', 'rank': 10},{'vintage': '1953', 'rank': 9},{'vintage': ' 1964', 'rank': 9},{'vintage': ' 1971', 'rank': 9},{'vintage': ' 1983', 'rank': 9},{'vintage': '1929', 'rank': 8},{'vintage': ' 1955', 'rank': 8},{'vintage': ' 1961', 'rank': 8},{'vintage': ' 1969', 'rank': 8},{'vintage': ' 1985', 'rank': 8},{'vintage': ' 1988', 'rank': 8},{'vintage': ' 1990', 'rank': 8},{'vintage': '1934', 'rank': 7},{'vintage': ' 1945', 'rank': 7},{'vintage': ' 1967', 'rank': 7},{'vintage': ' 1981', 'rank': 7},{'vintage': '2000', 'rank': 7},{'vintage': '1933', 'rank': 6},{'vintage': ' 1943', 'rank': 6},{'vintage': ' 1949', 'rank': 6},{'vintage': ' 1970', 'rank': 6},{'vintage': ' 1976', 'rank': 6},{'vintage': ' 1979', 'rank': 6},{'vintage': '2007', 'rank': 6},{'vintage': '1926', 'rank': 5},{'vintage': ' 1928', 'rank': 5},{'vintage': ' 1935', 'rank': 5},{'vintage': ' 1937', 'rank': 5},{'vintage': ' 1947', 'rank': 5},{'vintage': ' 1950', 'rank': 5},{'vintage': ' 1952', 'rank': 5},{'vintage': ' 1960', 'rank': 5},{'vintage': ' 1962', 'rank': 5},{'vintage': ' 1975', 'rank': 5},{'vintage': ' 1978', 'rank': 5},{'vintage': '2008', 'rank': 5},{'vintage': '1942', 'rank': 4},{'vintage': ' 1948', 'rank': 4},{'vintage': ' 1973', 'rank': 4},{'vintage': ' 1974', 'rank': 4},{'vintage': ' 1989', 'rank': 4},{'vintage': ' 1993', 'rank': 4},{'vintage': ' 1998', 'rank': 4},{'vintage': ' 1999', 'rank': 4},{'vintage': '2003', 'rank': 4},{'vintage': '2004', 'rank': 4},{'vintage': '2009', 'rank': 4},{'vintage': '2012', 'rank': 4},{'vintage': '1957', 'rank': 3},{'vintage': ' 1958', 'rank': 3},{'vintage': ' 1966', 'rank': 3},{'vintage': ' 1977', 'rank': 3},{'vintage': ' 1986', 'rank': 3},{'vintage': ' 1987', 'rank': 3},{'vintage': ' 1992', 'rank': 3},{'vintage': ' 1996', 'rank': 3},{'vintage': ' 1997', 'rank': 3},{'vintage': '2001', 'rank': 3},{'vintage': '2005', 'rank': 3},{'vintage': '2006', 'rank': 3},{'vintage': '2010', 'rank': 3},{'vintage': '1927', 'rank': 2},{'vintage': ' 1936', 'rank': 2},{'vintage': ' 1944', 'rank': 2},{'vintage': ' 1963', 'rank': 2},{'vintage': ' 1968', 'rank': 2},{'vintage': ' 1972', 'rank': 2},{'vintage': ' 1980', 'rank': 2},{'vintage': ' 1982', 'rank': 2},{'vintage': ' 1991', 'rank': 2},{'vintage': ' 1994', 'rank': 2},{'vintage': ' 1995', 'rank': 2},{'vintage': '2002', 'rank': 2},{'vintage': '2011', 'rank': 2},{'vintage': '2013', 'rank': 2},{'vintage': '1930', 'rank': 1},{'vintage': ' 1931', 'rank': 1},{'vintage': ' 1932', 'rank': 1},{'vintage': ' 1938', 'rank': 1},{'vintage': ' 1939', 'rank': 1},{'vintage': ' 1940', 'rank': 1},{'vintage': ' 1941', 'rank': 1},{'vintage': ' 1946', 'rank': 1},{'vintage': ' 1951', 'rank': 1},{'vintage': ' 1954', 'rank': 1},{'vintage': ' 1956', 'rank': 1},{'vintage': ' 1965', 'rank': 1},{'vintage': ' 1984', 'rank': 1},",1,Alsace pinot noir,1,1,Alsace
556,6,blanc,"{'vintage': '1988', 'rank': 6},{'vintage': ' 1989', 'rank': 6},{'vintage': '1982', 'rank': 5},{'vintage': ' 1986', 'rank': 5},{'vintage': ' 1998', 'rank': 5},{'vintage': '2006', 'rank': 5},{'vintage': '2009', 'rank': 5},{'vintage': '1983', 'rank': 4},{'vintage': ' 1984', 'rank': 4},{'vintage': ' 1990', 'rank': 4},{'vintage': ' 1995', 'rank': 4},{'vintage': '2005', 'rank': 4},{'vintage': '2007', 'rank': 4},{'vintage': '2008', 'rank': 4},{'vintage': '2010', 'rank': 4},{'vintage': '2011', 'rank': 4},{'vintage': '2013', 'rank': 4},{'vintage': '1985', 'rank': 3},{'vintage': ' 1987', 'rank': 3},{'vintage': ' 1996', 'rank': 3},{'vintage': ' 1997', 'rank': 3},{'vintage': ' 1999', 'rank': 3},{'vintage': '2000', 'rank': 3},{'vintage': '2001', 'rank': 3},{'vintage': '2004', 'rank': 3},{'vintage': '2012', 'rank': 3},{'vintage': '1991', 'rank': 2},{'vintage': ' 1993', 'rank': 2},{'vintage': ' 1994', 'rank': 2},{'vintage': '2003', 'rank': 2},{'vintage': '1992', 'rank': 1},{'vintage': '2002', 'rank': 1},",6,Coteaux-varois-en-provence,2,2,Provence
600,136,blanc,"{'vintage': '1988', 'rank': 8},{'vintage': ' 1990', 'rank': 8},{'vintage': '2005', 'rank': 8},{'vintage': '1983', 'rank': 7},{'vintage': ' 1985', 'rank': 7},{'vintage': ' 1989', 'rank': 7},{'vintage': '2001', 'rank': 6},{'vintage': '1982', 'rank': 5},{'vintage': ' 1986', 'rank': 5},{'vintage': ' 1995', 'rank': 5},{'vintage': ' 1998', 'rank': 5},{'vintage': '1994', 'rank': 4},{'vintage': ' 1997', 'rank': 4},{'vintage': ' 1999', 'rank': 4},{'vintage': '2000', 'rank': 4},{'vintage': '2004', 'rank': 4},{'vintage': '2006', 'rank': 4},{'vintage': '2007', 'rank': 4},{'vintage': '2008', 'rank': 4},{'vintage': '2011', 'rank': 4},{'vintage': '1993', 'rank': 3},{'vintage': '2002', 'rank': 3},{'vintage': '2003', 'rank': 3},{'vintage': '2010', 'rank': 3},{'vintage': '2012', 'rank': 3},{'vintage': '2013', 'rank': 3},{'vintage': '1984', 'rank': 2},{'vintage': ' 1991', 'rank': 2},{'vintage': ' 1992', 'rank': 2},{'vintage': ' 1996', 'rank': 2},{'vintage': '2009', 'rank': 2},{'vintage': '1987', 'rank': 1},",136,Vins de pays/IGP Côtes de Gascogne,9,9,Vins de Pays
7,5,rouge,"{'vintage': '1998', 'rank': 7},{'vintage': '1988', 'rank': 6},{'vintage': ' 1989', 'rank': 6},{'vintage': '2001', 'rank': 6},{'vintage': '1983', 'rank': 5},{'vintage': ' 1984', 'rank': 5},{'vintage': ' 1985', 'rank': 5},{'vintage': ' 1986', 'rank': 5},{'vintage': ' 1990', 'rank': 5},{'vintage': ' 1995', 'rank': 5},{'vintage': '2006', 'rank': 5},{'vintage': '2007', 'rank': 5},{'vintage': '2009', 'rank': 5},{'vintage': '1982', 'rank': 4},{'vintage': ' 1997', 'rank': 4},{'vintage': ' 1999', 'rank': 4},{'vintage': '2004', 'rank': 4},{'vintage': '2005', 'rank': 4},{'vintage': '2010', 'rank': 4},{'vintage': '1996', 'rank': 3},{'vintage': '2000', 'rank': 3},{'vintage': '2003', 'rank': 3},{'vintage': '2008', 'rank': 3},{'vintage': '2011', 'rank': 3},{'vintage': '2012', 'rank': 3},{'vintage': '1987', 'rank': 2},{'vintage': ' 1991', 'rank': 2},{'vintage': ' 1992', 'rank': 2},{'vintage': ' 1993', 'rank': 2},{'vintage': ' 1994', 'rank': 2},{'vintage': '2013', 'rank': 2},{'vintage': '2002', 'rank': 1},",5,Côtes-de-provence,2,2,Provence
188,179,no color,"{'vintage': '1945', 'rank': 9},{'vintage': ' 1959', 'rank': 9},{'vintage': ' 1990', 'rank': 9},{'vintage': '1947', 'rank': 8},{'vintage': ' 1955', 'rank': 8},{'vintage': ' 1961', 'rank': 8},{'vintage': ' 1971', 'rank': 8},{'vintage': ' 1982', 'rank': 8},{'vintage': ' 1986', 'rank': 8},{'vintage': ' 1989', 'rank': 8},{'vintage': ' 1995', 'rank': 8},{'vintage': '2009', 'rank': 8},{'vintage': '1949', 'rank': 7},{'vintage': ' 1953', 'rank': 7},{'vintage': ' 1962', 'rank': 7},{'vintage': ' 1975', 'rank': 7},{'vintage': ' 1988', 'rank': 7},{'vintage': ' 1996', 'rank': 7},{'vintage': '2000', 'rank': 7},{'vintage': '2005', 'rank': 7},{'vintage': '1948', 'rank': 6},{'vintage': ' 1966', 'rank': 6},{'vintage': ' 1970', 'rank': 6},{'vintage': ' 1976', 'rank': 6},{'vintage': ' 1978', 'rank': 6},{'vintage': ' 1983', 'rank': 6},{'vintage': ' 1985', 'rank': 6},{'vintage': '2001', 'rank': 6},{'vintage': '1937', 'rank': 5},{'vintage': ' 1943', 'rank': 5},{'vintage': ' 1950', 'rank': 5},{'vintage': ' 1952', 'rank': 5},{'vintage': ' 1981', 'rank': 5},{'vintage': ' 1994', 'rank': 5},{'vintage': ' 1998', 'rank': 5},{'vintage': '2002', 'rank': 5},{'vintage': '2003', 'rank': 5},{'vintage': '2004', 'rank': 5},{'vintage': '2007', 'rank': 5},{'vintage': '2008', 'rank': 5},{'vintage': '2010', 'rank': 5},{'vintage': '1964', 'rank': 4},{'vintage': ' 1979', 'rank': 4},{'vintage': ' 1980', 'rank': 4},{'vintage': ' 1999', 'rank': 4},{'vintage': '2006', 'rank': 4},{'vintage': '2011', 'rank': 4},{'vintage': '1938', 'rank': 3},{'vintage': ' 1940', 'rank': 3},{'vintage': ' 1946', 'rank': 3},{'vintage': ' 1967', 'rank': 3},{'vintage': ' 1992', 'rank': 3},{'vintage': ' 1993', 'rank': 3},{'vintage': ' 1997', 'rank': 3},{'vintage': '2012', 'rank': 3},{'vintage': '2013', 'rank': 3},{'vintage': '1939', 'rank': 2},{'vintage': ' 1941', 'rank': 2},{'vintage': ' 1942', 'rank': 2},{'vintage': ' 1944', 'rank': 2},{'vintage': ' 1951', 'rank': 2},{'vintage': ' 1954', 'rank': 2},{'vintage': ' 1956', 'rank': 2},{'vintage': ' 1957', 'rank': 2},{'vintage': ' 1958', 'rank': 2},{'vintage': ' 1965', 'rank': 2},{'vintage': ' 1969', 'rank': 2},{'vintage': ' 1972', 'rank': 2},{'vintage': ' 1973', 'rank': 2},{'vintage': ' 1974', 'rank': 2},{'vintage': ' 1977', 'rank': 2},{'vintage': ' 1984', 'rank': 2},{'vintage': ' 1987', 'rank': 2},{'vintage': '1960', 'rank': 1},{'vintage': ' 1963', 'rank': 1},{'vintage': ' 1968', 'rank': 1},{'vintage': ' 1991', 'rank': 1},",179,Graves-de-vayres,17,17,Bordelais
601,136,rosé,"{'vintage': '2000', 'rank': 8},{'vintage': '1982', 'rank': 6},{'vintage': ' 1989', 'rank': 6},{'vintage': ' 1990', 'rank': 6},{'vintage': ' 1995', 'rank': 6},{'vintage': ' 1998', 'rank': 6},{'vintage': '1985', 'rank': 5},{'vintage': ' 1988', 'rank': 5},{'vintage': ' 1996', 'rank': 5},{'vintage': ' 1997', 'rank': 5},{'vintage': ' 1999', 'rank': 5},{'vintage': '2001', 'rank': 5},{'vintage': '2003', 'rank': 5},{'vintage': '2005', 'rank': 5},{'vintage': '2009', 'rank': 5},{'vintage': '1994', 'rank': 4},{'vintage': '2002', 'rank': 4},{'vintage': '2004', 'rank': 4},{'vintage': '2011', 'rank': 4},{'vintage': '1983', 'rank': 3},{'vintage': ' 1986', 'rank': 3},{'vintage': ' 1992', 'rank': 3},{'vintage': '2006', 'rank': 3},{'vintage': '2007', 'rank': 3},{'vintage': '2008', 'rank': 3},{'vintage': '2010', 'rank': 3},{'vintage': '2012', 'rank': 3},{'vintage': '2013', 'rank': 3},{'vintage': '1993', 'rank': 2},{'vintage': '1984', 'rank': 1},{'vintage': ' 1987', 'rank': 1},{'vintage': ' 1991', 'rank': 1},",136,Vins de pays/IGP Côtes de Gascogne,9,9,Vins de Pays
