Région,Sous-Région,Appellation,Label,Cru,Type,Couleur,Age min,Age max,T°C min,T°max,Type de verre,Commentaires
Sud-Ouest,Sud-Ouest,Vins de pays/IGP Gers,IGP,Vins de pays/IGP Gers,sec,rouge,1,4,14,16,,
Sud-Ouest,Sud-Ouest,Vins de pays/IGP Gers,IGP,Vins de pays/IGP Gers,sec,blanc,1,3,8,10,,
Sud-Ouest,Sud-Ouest,Vins de pays/IGP Gers,IGP,Vins de pays/IGP Gers,doux,blanc,1,4,9,11,,
Sud-Ouest,Sud-Ouest,Vins de pays/IGP Gers,IGP,Vins de pays/IGP Gers,sec,pink,1,2,8,10,,
Sud-Ouest,Sud-Ouest,Vins de pays/IGP Périgord,IGP,Vins de pays/IGP Périgord Domme,sec,rouge,3,6,16,18,,
Sud-Ouest,Sud-Ouest,Vins de pays/IGP Périgord,IGP,Vins de pays/IGP Périgord,sec,rouge,2,5,16,18,,
Sud-Ouest,Sud-Ouest,Vins de pays/IGP Périgord,IGP,Vins de pays/IGP Périgord,sec,blanc,1,3,9,11,,
Sud-Ouest,Sud-Ouest,Vins de pays/IGP Périgord,IGP,Vins de pays/IGP Périgord,sec,pink,1,2,8,10,,
Sud-Ouest,Sud-Ouest,Vins de pays/IGP Thézac-Perricard,IGP,Vins de pays/IGP Thézac-Perricard,sec,rouge,2,6,15,16,,
Sud-Ouest,Sud-Ouest,Vins de pays/IGP Thézac-Perricard,IGP,Vins de pays/IGP Thézac-Perricard,sec,pink,1,2,8,9,,
Sud-Ouest,Tursan,Tursan,AOC,Tursan,sec,rouge,4,15,16,16,,
Sud-Ouest,VINS-D'ESTAING,VINS-D'ESTAING,AOC,Tursan,sec,blanc,2,5,8,10,,
Sud-Ouest,VINS-D'ESTAING,VINS-D'ESTAING,AOC,Tursan,sec,pink,1,3,10,11,,
Vallée de la Loire et Centre,Anjou,Anjou,AOC,Anjou,sec,rouge,2,5,14,15,,
Vallée de la Loire et Centre,Anjou,Anjou,AOC,Anjou,sec,blanc,2,4,8,10,,
Vallée de la Loire et Centre,Anjou,Anjou,AOC,Anjou-Gamay,sec,rouge,1,1,13,14,,
Vallée de la Loire et Centre,Anjou,Anjou,AOC,Anjou,effervescent,blanc,1,3,6,8,,
Vallée de la Loire et Centre,Anjou,Anjou,AOC,Anjou,effervescent,rouge,1,3,8,10,,
Vallée de la Loire et Centre,Anjou-coteaux-de-la-loire,Anjou-coteaux-de-la-loire,AOC,Anjou-coteaux-de-la-loire,doux,blanc,2,15,8,10,,
Vallée de la Loire et Centre,Anjou-villages,Anjou-villages,AOC,Anjou-villages,sec,rouge,4,12,16,16,,
Vallée de la Loire et Centre,Anjou-villages-brissac,Anjou-villages-brissac,AOC,Anjou-villages-brissac,sec,rouge,5,15,16,16,,
Vallée de la Loire et Centre,Bonnezeaux,Bonnezeaux,AOC,Bonnezeaux,doux,blanc,5,35,10,12,,
Vallée de la Loire et Centre,Bourgueil,Bourgueil,AOC,Bourgueil,sec,rouge,3,16,14,16,,
Vallée de la Loire et Centre,Bourgueil,Bourgueil,AOC,Bourgueil,sec,pink,1,3,8,10,,
Vallée de la Loire et Centre,Cabernet-d'anjou,Cabernet-d'anjou,AOC,Cabernet-d'anjou,moelleux,pink,2,3,8,11,,
Vallée de la Loire et Centre,Cabernet-d'anjou,Cabernet-d'anjou,AOC,Cabernet-d'anjou,doux,pink,2,3,8,11,,
Vallée de la Loire et Centre,Cabernet-de-saumur,Cabernet-de-saumur,AOC,Cabernet-de-saumur,sec,pink,1,2,10,12,,
Vallée de la Loire et Centre,Cabernet-de-saumur,Cabernet-de-saumur,AOC,Cabernet-de-saumur,moelleux,pink,2,3,8,10,,
Vallée de la Loire et Centre,Châteaumeillant,Châteaumeillant,AOC,Châteaumeillant,sec,rouge,2,5,14,16,,
Vallée de la Loire et Centre,Châteaumeillant,Châteaumeillant,AOC,Châteaumeillant,sec,gris,1,3,8,10,,
Vallée de la Loire et Centre,Chaume,Chaume,AOC,Chaume,doux,blanc,3,25,11,13,,
Vallée de la Loire et Centre,Cheverny,Cheverny,AOC,Cheverny,sec,rouge,3,10,14,14,,
Vallée de la Loire et Centre,Cheverny,Cheverny,AOC,Cheverny,sec,blanc,1,5,8,10,,
Vallée de la Loire et Centre,Cheverny,Cheverny,AOC,Cheverny,sec,pink,1,2,8,10,,
Vallée de la Loire et Centre,Chinon,Chinon,AOC,Chinon,sec,rouge,4,20,16,16,,
Vallée de la Loire et Centre,Chinon,Chinon,AOC,Chinon,sec,blanc,2,5,10,12,,
Vallée de la Loire et Centre,Chinon,Chinon,AOC,Chinon,sec,pink,1,3,9,11,,
Vallée de la Loire et Centre,Côte-roannaise,Côte-roannaise,AOC,Côte-roannaise,sec,rouge,1,5,14,16,,
Vallée de la Loire et Centre,Côte-roannaise,Côte-roannaise,AOC,Côte-roannaise,sec,pink,1,2,8,10,,
Vallée de la Loire et Centre,Coteaux-d'ancenis,Coteaux-d'ancenis,AOC,Coteaux-d'ancenis,sec,rouge,3,7,14,16,,
Vallée de la Loire et Centre,Coteaux-d'ancenis,Coteaux-d'ancenis,AOC,Coteaux-d'ancenis,sec,blanc,2,5,10,12,,
Vallée de la Loire et Centre,Coteaux-d'ancenis,Coteaux-d'ancenis,AOC,Coteaux-d'ancenis,sec,pink,1,3,10,12,,
Vallée de la Loire et Centre,Coteaux-d'ancenis,Coteaux-d'ancenis,AOC,Coteaux-d'ancenis Malvoisie,sec,blanc,3,15,10,10,,
Vallée de la Loire et Centre,Coteaux-de-l'aubance,Coteaux-de-l'aubance,AOC,Coteaux-de-l'aubance vendanges tardives,doux,blanc,5,20,9,12,,
Vallée de la Loire et Centre,Coteaux-de-l'aubance,Coteaux-de-l'aubance,AOC,Coteaux-de-l'aubance sélection de grains nobles,doux,blanc,5,35,10,13,,
Vallée de la Loire et Centre,Coteaux-de-saumur,Coteaux-de-saumur,AOC,Coteaux-de-saumur,doux,blanc,5,20,10,12,,
Vallée de la Loire et Centre,Coteaux-du-giennois,Coteaux-du-giennois,AOC,Coteaux-du-giennois,sec,rouge,2,6,14,15,,
Vallée de la Loire et Centre,Coteaux-du-giennois,Coteaux-du-giennois,AOC,Coteaux-du-giennois,sec,blanc,1,3,8,10,,
Vallée de la Loire et Centre,Coteaux-du-giennois,Coteaux-du-giennois,AOC,Coteaux-du-giennois,sec,pink,1,2,10,12,,
Vallée de la Loire et Centre,Coteaux-du-layon,Coteaux-du-layon,AOC,Coteaux-du-layon,doux,blanc,5,25,10,13,,
Vallée de la Loire et Centre,Coteaux-du-layon,Coteaux-du-layon,AOC,Coteaux-du-layon sélection de grains nobles,doux,blanc,5,35,10,13,,
Vallée de la Loire et Centre,Coteaux-du-loir,Coteaux-du-loir,AOC,Coteaux-du-loir,sec,rouge,1,4,14,14,,
Vallée de la Loire et Centre,Coteaux-du-loir,Coteaux-du-loir,AOC,Coteaux-du-loir,sec,blanc,1,6,10,12,,
Vallée de la Loire et Centre,Coteaux-du-loir,Coteaux-du-loir,AOC,Coteaux-du-loir,sec,pink,1,2,10,12,,
Vallée de la Loire et Centre,Coteaux-du-vendômois,Coteaux-du-vendômois,AOC,Coteaux-du-vendômois,sec,rouge,1,3,14,14,,
Vallée de la Loire et Centre,Coteaux-du-vendômois,Coteaux-du-vendômois,AOC,Coteaux-du-vendômois,sec,blanc,1,3,10,11,,
Vallée de la Loire et Centre,Coteaux-du-vendômois,Coteaux-du-vendômois,AOC,Coteaux-du-vendômois,sec,gris,1,2,11,12,,
Vallée de la Loire et Centre,Côtes-d'auvergne,Côtes-d'auvergne,AOC,Côtes-d'auvergne,sec,rouge,3,7,15,16,,
Vallée de la Loire et Centre,Côtes-d'auvergne,Côtes-d'auvergne,AOC,Côtes-d'auvergne,sec,blanc,2,4,12,14,,
Vallée de la Loire et Centre,Côtes-d'auvergne,Côtes-d'auvergne,AOC,Côtes-d'auvergne,sec,pink,1,3,10,12,,
Vallée de la Loire et Centre,Côtes-du-forez,Côtes-du-forez,AOC,Côtes-du-forez,sec,rouge,2,4,14,14,,
Vallée de la Loire et Centre,Côtes-du-forez,Côtes-du-forez,AOC,Côtes-du-forez,sec,pink,1,2,11,12,,
Vallée de la Loire et Centre,Cour-cheverny,Cour-cheverny,AOC,Cour-cheverny,sec,blanc,2,5,9,11,,
Vallée de la Loire et Centre,Crémant-de-loire,Crémant-de-loire,AOC,Crémant-de-loire,effervescent,blanc,1,4,7,9,,
Vallée de la Loire et Centre,Crémant-de-loire,Crémant-de-loire,AOC,Crémant-de-loire,effervescent,pink,1,3,8,9,,
Vallée de la Loire et Centre,Fiefs-vendéens,Fiefs-vendéens,AOC,Fiefs-vendéens,sec,rouge,3,12,16,,,
Vallée de la Loire et Centre,Fiefs-vendéens,Fiefs-vendéens,AOC,Fiefs-vendéens,sec,blanc,3,10,12,13,,
Vallée de la Loire et Centre,Fiefs-vendéens,Fiefs-vendéens,AOC,Fiefs-vendéens,sec,pink,1,3,11,12,,
Vallée de la Loire et Centre,Gros-plant-du-pays-nantais,Gros-plant-du-pays-nantais,AOC,Gros-plant-du-pays-nantais,sec,blanc,1,4,8,10,,
Vallée de la Loire et Centre,Jasnières,Jasnières,AOC,Jasnières,sec,blanc,3,15,11,13,,
Vallée de la Loire et Centre,Menetou-salon,Menetou-salon,AOC,Menetou-salon,sec,rouge,3,10,16,16,,
Vallée de la Loire et Centre,Menetou-salon,Menetou-salon,AOC,Menetou-salon,sec,blanc,3,8,10,12,,
Vallée de la Loire et Centre,Menetou-salon,Menetou-salon,AOC,Menetou-salon,sec,pink,1,3,10,11,,
Vallée de la Loire et Centre,Montlouis-sur-loire,Montlouis-sur-loire,AOC,Montlouis-sur-loire,sec,blanc,3,8,10,12,,
Vallée de la Loire et Centre,Montlouis-sur-loire,Montlouis-sur-loire,AOC,Montlouis-sur-loire,moelleux,blanc,5,20,9,11,,
Vallée de la Loire et Centre,Montlouis-sur-loire,Montlouis-sur-loire,AOC,Montlouis-sur-loire,effervescent,blanc,1,2,6,8,,
Vallée de la Loire et Centre,Muscadet,Muscadet,AOC,Muscadet,sec,blanc,1,5,8,10,,
Vallée de la Loire et Centre,Muscadet,Muscadet,AOC,Muscadet sur lie,sec,blanc,3,10,8,10,,
Vallée de la Loire et Centre,Muscadet-coteaux-de-la-loire,Muscadet-coteaux-de-la-loire,AOC,Muscadet-coteaux-de-la-loire,sec,blanc,1,5,8,10,,
Vallée de la Loire et Centre,Muscadet-côtes-de-grand-lieu,Muscadet-côtes-de-grand-lieu,AOC,Muscadet-côtes-de-grand-lieu,sec,blanc,1,5,8,10,,
Vallée de la Loire et Centre,Muscadet-sèvre-et-maine,Muscadet-sèvre-et-maine,AOC,Muscadet-sèvre-et-maine,sec,blanc,1,5,8,10,,
Vallée de la Loire et Centre,Orléans,Orléans,AOC,Orléans,sec,rouge,1,4,13,14,,
Vallée de la Loire et Centre,Orléans,Orléans,AOC,Orléans,sec,blanc,1,3,10,11,,
Vallée de la Loire et Centre,Orléans,Orléans,AOC,Orléans,sec,pink,1,2,8,10,,
Vallée de la Loire et Centre,Orléans-cléry,Orléans-cléry,AOC,Orléans-cléry,sec,rouge,2,5,13,14,,
Vallée de la Loire et Centre,Pouilly-fumé,Pouilly-fumé,AOC,Pouilly-fumé,sec,blanc,3,15,10,12,,
Vallée de la Loire et Centre,Pouilly-sur-loire,Pouilly-sur-loire,AOC,Pouilly-sur-loire,sec,blanc,2,6,10,12,,
Vallée de la Loire et Centre,Quarts-de-chaume,Quarts-de-chaume,AOC,Quarts-de-chaume,doux,blanc,5,35,8,10,,
Vallée de la Loire et Centre,Quincy,Quincy,AOC,Quincy,sec,blanc,3,10,10,12,,
Vallée de la Loire et Centre,Reuilly,Reuilly,AOC,Reuilly,sec,rouge,1,4,16,16,,
Vallée de la Loire et Centre,Reuilly,Reuilly,AOC,Reuilly,sec,blanc,1,3,10,11,,
Vallée de la Loire et Centre,Reuilly,Reuilly,AOC,Reuilly,sec,pink,1,2,12,12,,
Vallée de la Loire et Centre,Rosé-d'anjou,Rosé-d'anjou,AOC,Rosé-d'anjou,moelleux,pink,1,4,10,12,,
Vallée de la Loire et Centre,Rosé-de-loire,Rosé-de-loire,AOC,Rosé-de-loire,sec,pink,1,3,8,10,,
Vallée de la Loire et Centre,Saint-nicolas-de-bourgueil,Saint-nicolas-de-bourgueil,AOC,Saint-nicolas-de-bourgueil,sec,rouge,3,17,14,16,,
Vallée de la Loire et Centre,Saint-nicolas-de-bourgueil,Saint-nicolas-de-bourgueil,AOC,Saint-nicolas-de-bourgueil,sec,pink,1,4,10,11,,
Vallée de la Loire et Centre,Saint-pourçain,Saint-pourçain,AOC,Saint-pourçain,sec,rouge,2,6,14,14,,
Vallée de la Loire et Centre,Saint-pourçain,Saint-pourçain,AOC,Saint-pourçain,sec,blanc,1,5,10,10,,
Vallée de la Loire et Centre,Saint-pourçain,Saint-pourçain,AOC,Saint-pourçain,sec,pink,1,3,9,11,,
Vallée de la Loire et Centre,Sancerre,Sancerre,AOC,Sancerre,sec,rouge,2,8,14,15,,
Vallée de la Loire et Centre,Sancerre,Sancerre,AOC,Sancerre,sec,blanc,2,15,10,12,,
Vallée de la Loire et Centre,Sancerre,Sancerre,AOC,Sancerre,sec,pink,1,4,12,12,,
Vallée de la Loire et Centre,Saumur,Saumur,AOC,Saumur,sec,rouge,3,10,16,16,,
Vallée de la Loire et Centre,Saumur,Saumur,AOC,Saumur Puy-Notre-Dame,sec,rouge,3,15,15,15,,
Vallée de la Loire et Centre,Saumur,Saumur,AOC,Saumur,sec,blanc,2,10,12,14,,
Vallée de la Loire et Centre,Saumur,Saumur,AOC,Saumur,effervescent,blanc,1,3,6,8,,
Vallée de la Loire et Centre,Saumur,Saumur,AOC,Saumur,effervescent,pink,1,2,6,8,,
Vallée de la Loire et Centre,Saumur-champigny,Saumur-champigny,AOC,Saumur-champigny,sec,rouge,3,12,16,16,,
Vallée de la Loire et Centre,Savennières,Savennières,AOC,Savennières,sec,blanc,3,15,11,13,,
Vallée de la Loire et Centre,Savennières-coulée-de-serrant,Savennières-coulée-de-serrant,AOC,Savennières-coulée-de-serrant,sec,blanc,4,20,11,13,,
Vallée de la Loire et Centre,Savennières-roche-aux-moines,Savennières-roche-aux-moines,AOC,Savennières-roche-aux-moines,sec,blanc,3,15,11,13,,
Vallée de la Loire et Centre,Touraine,Touraine,AOC,Touraine,sec,rouge,2,10,14,15,,
Vallée de la Loire et Centre,Touraine,Touraine,AOC,Touraine,sec,blanc,1,5,8,10,,
Vallée de la Loire et Centre,Touraine,Touraine,AOC,Touraine,sec,pink,1,3,8,10,,
Vallée de la Loire et Centre,Touraine,Touraine,AOC,Touraine,effervescent,blanc,1,4,6,8,,
Vallée de la Loire et Centre,Touraine,Touraine,AOC,Touraine,effervescent,pink,1,4,7,9,,
Vallée de la Loire et Centre,Touraine,Touraine,AOC,Touraine,effervescent,rouge,1,4,10,12,,
Vallée de la Loire et Centre,Touraine-noble-joué,Touraine-noble-joué,AOC,Touraine-noble-joué,sec,pink,2,4,8,10,,
Vallée de la Loire et Centre,Touraine,TOURAINE-AMBOISE,AOC,TOURAINE-AMBOISE,sec,rouge,2,10,14,15,,
Vallée de la Loire et Centre,Touraine,TOURAINE-AMBOISE,AOC,TOURAINE-AMBOISE,sec,blanc,1,5,8,10,,
Vallée de la Loire et Centre,Touraine,TOURAINE-AMBOISE,AOC,TOURAINE-AMBOISE,sec,pink,1,3,8,10,,
Vallée de la Loire et Centre,Touraine,TOURAINE-AZAY-LE-RIDEAU,AOC,TOURAINE-AZAY-LE-RIDEAU,sec,blanc,2,10,10,12,,
Vallée de la Loire et Centre,Touraine,TOURAINE-AZAY-LE-RIDEAU,AOC,TOURAINE-AZAY-LE-RIDEAU,sec,pink,1,3,10,12,,
Vallée de la Loire et Centre,Touraine,TOURAINE-CHENONCEAUX,AOC,TOURAINE-CHENONCEAUX,sec,rouge,3,10,14,15,,
Vallée de la Loire et Centre,Touraine,TOURAINE-CHENONCEAUX,AOC,TOURAINE-CHENONCEAUX,sec,blanc,1,3,8,10,,
Vallée de la Loire et Centre,Touraine,TOURAINE-MESLAND,AOC,TOURAINE-MESLAND,sec,rouge,3,10,14,15,,
Vallée de la Loire et Centre,Touraine,TOURAINE-MESLAND,AOC,TOURAINE-MESLAND,sec,blanc,1,5,8,10,,
Vallée de la Loire et Centre,Touraine,TOURAINE-MESLAND,AOC,TOURAINE-MESLAND,sec,pink,1,3,8,10,,
Vallée de la Loire et Centre,Touraine,TOURAINE-OISLY,AOC,TOURAINE-OISLY,sec,blanc,1,5,10,12,,
Vallée de la Loire et Centre,Valençay,Valençay,AOC,Valençay,sec,rouge,2,5,14,14,,
Vallée de la Loire et Centre,Valençay,Valençay,AOC,Valençay,sec,blanc,1,4,10,11,,
Vallée de la Loire et Centre,Valençay,Valençay,AOC,Valençay,sec,pink,1,3,9,11,,
Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Allier,IGP,Vins de pays/IGP Allier,sec,rouge,1,4,14,16,,
Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Allier,IGP,Vins de pays/IGP Allier,sec,blanc,1,2,8,10,,
Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Allier,IGP,Vins de pays/IGP Allier,sec,pink,1,2,8,10,,
Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Calvados,IGP,Vins de pays/IGP Calvados,sec,rouge,1,4,12,14,,
Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Calvados,IGP,Vins de pays/IGP Calvados,sec,blanc,1,6,9,11,,
Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Calvados,IGP,Vins de pays/IGP Calvados,sec,pink,1,2,8,10,,
Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Cher,IGP,Vins de pays/IGP Cher,sec,rouge,2,4,13,15,,
Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Cher,IGP,Vins de pays/IGP Cher,sec,blanc,1,4,8,10,,
Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Cher,IGP,Vins de pays/IGP Cher,sec,pink,1,3,8,10,,
Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Coteaux charitois,IGP,Vins de pays/IGP Coteaux charitois,sec,rouge,2,4,15,16,,
Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Coteaux charitois,IGP,Vins de pays/IGP Coteaux charitois,sec,blanc,2,6,10,12,,
Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Coteaux charitois,IGP,Vins de pays/IGP Coteaux charitois,sec,pink,1,2,9,11,,
Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Côtes de la Charité,IGP,Vins de pays/IGP Côtes de la Charité,sec,rouge,2,6,13,15,,
Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Côtes de la Charité,IGP,Vins de pays/IGP Côtes de la Charité,sec,blanc,2,5,12,14,,
Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Côtes de la Charité,IGP,Vins de pays/IGP Côtes de la Charité,sec,pink,1,3,9,11,,
Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Haute-Vienne,IGP,Vins de pays/IGP Haute-Vienne,sec,rouge,1,4,13,15,,
Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Haute-Vienne,IGP,Vins de pays/IGP Haute-Vienne,sec,blanc,1,3,10,11,,
Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Haute-Vienne,IGP,Vins de pays/IGP Haute-Vienne,sec,pink,1,2,8,10,,
Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Puy-de-Dôme,IGP,Vins de pays/IGP Puy-de-Dôme,sec,rouge,2,5,16,16,,
Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Puy-de-Dôme,IGP,Vins de pays/IGP Puy-de-Dôme,sec,blanc,1,3,8,10,,
Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Puy-de-Dôme,IGP,Vins de pays/IGP Puy-de-Dôme,sec,pink,1,2,8,10,,
Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Urfé,IGP,Vins de pays/IGP Urfé,sec,rouge,2,6,14,15,,
Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Urfé,IGP,Vins de pays/IGP Urfé,sec,blanc,1,5,11,13,,
Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Urfé,IGP,Vins de pays/IGP Urfé,sec,pink,1,2,9,10,,
Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Val de Loire,IGP,Vins de pays/IGP Val de Loire,sec,rouge,2,6,15,17,,
Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Val de Loire,IGP,Vins de pays/IGP Val de Loire,sec,blanc,1,5,9,12,,
Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Val de Loire,IGP,Vins de pays/IGP Val de Loire,sec,pink,1,3,9,11,,
Vallée de la Loire et Centre,Vouvray,Vouvray,AOC,Vouvray,sec,blanc,4,17,10,12,,
Vallée de la Loire et Centre,Vouvray,Vouvray,AOC,Vouvray,moelleux,blanc,5,45,10,12,,
Vallée de la Loire et Centre,Vouvray,Vouvray,AOC,Vouvray,effervescent,blanc,1,3,8,10,,
Vallée du Rhône,Beaumes-de-venise,Beaumes-de-venise,AOC,Beaumes-de-venise,sec,rouge,3,10,16,16,,
Vallée du Rhône,Cairanne,Cairanne,AOC,Cairanne,sec,rouge,3,10,15,17,,
Vallée du Rhône,Cairanne,Cairanne,AOC,Cairanne,sec,blanc,2,8,12,13,,
Vallée du Rhône,Cairanne,Cairanne,AOC,Cairanne,sec,pink,1,4,10,11,,
Vallée du Rhône,Château-grillet,Château-grillet,AOC,Château-grillet,sec,blanc,3,15,10,12,,
Vallée du Rhône,Châteauneuf-du-pape,Châteauneuf-du-pape,AOC,Châteauneuf-du-pape,sec,rouge,5,25,15,17,,
Vallée du Rhône,Châteauneuf-du-pape,Châteauneuf-du-pape,AOC,Châteauneuf-du-pape,sec,blanc,3,15,12,14,,
Vallée du Rhône,Châtillon-en-diois,Châtillon-en-diois,AOC,Châtillon-en-diois,sec,rouge,3,8,15,17,,
Vallée du Rhône,Châtillon-en-diois,Châtillon-en-diois,AOC,Châtillon-en-diois,sec,blanc,1,4,12,14,,
Vallée du Rhône,Châtillon-en-diois,Châtillon-en-diois,AOC,Châtillon-en-diois,sec,pink,1,3,9,11,,
Vallée du Rhône,Clairette-de-bellegarde,Clairette-de-bellegarde,AOC,Clairette-de-bellegarde,sec,blanc,1,2,10,11,,
Vallée du Rhône,Clairette-de-die,Clairette-de-die,AOC,Clairette-de-die,effervescent,blanc,1,2,7,9,,
Vallée du Rhône,Condrieu,Condrieu,AOC,Condrieu,sec,blanc,3,12,12,13,,
Vallée du Rhône,Condrieu,Condrieu,AOC,Condrieu,doux,blanc,5,50,11,13,,
Vallée du Rhône,Cornas,Cornas,AOC,Cornas,sec,rouge,5,20,16,16,,
Vallée du Rhône,Costières-de-nîmes,Costières-de-nîmes,AOC,Costières-de-nîmes,sec,rouge,2,6,16,16,,
Vallée du Rhône,Costières-de-nîmes,Costières-de-nîmes,AOC,Costières-de-nîmes,sec,blanc,1,4,8,10,,
Vallée du Rhône,Costières-de-nîmes,Costières-de-nîmes,AOC,Costières-de-nîmes,sec,pink,1,2,10,12,,
Vallée du Rhône,Côte-rôtie,Côte-rôtie,AOC,Côte-rôtie,sec,rouge,5,20,15,17,,
Vallée du Rhône,Coteaux-de-die,Coteaux-de-die,AOC,Coteaux-de-die,sec,blanc,1,4,10,12,,
Vallée du Rhône,Côtes-du-rhône,Côtes-du-rhône,AOC,Côtes-du-rhône,sec,rouge,2,8,15,17,,
Vallée du Rhône,Côtes-du-rhône,Côtes-du-rhône,AOC,Côtes-du-rhône,sec,blanc,1,5,10,12,,
Vallée du Rhône,Côtes-du-rhône,Côtes-du-rhône,AOC,Côtes-du-rhône,sec,pink,1,2,11,13,,
Vallée du Rhône,Côtes-du-rhône-villages,Côtes-du-rhône-villages,AOC,Côtes-du-rhône-villages,sec,rouge,1,10,16,,,
Vallée du Rhône,Côtes-du-rhône-villages,Côtes-du-rhône-villages,AOC,Côtes-du-rhône-villages,sec,blanc,1,6,11,,,
Vallée du Rhône,Côtes-du-rhône-villages,Côtes-du-rhône-villages,AOC,Côtes-du-rhône-villages,sec,pink,1,4,10,,,
Vallée du Rhône,Côtes-du-vivarais,Côtes-du-vivarais,AOC,Côtes-du-vivarais,sec,rouge,3,8,16,16,,
Vallée du Rhône,Côtes-du-vivarais,Côtes-du-vivarais,AOC,Côtes-du-vivarais,sec,blanc,2,5,11,13,,
Vallée du Rhône,Côtes-du-vivarais,Côtes-du-vivarais,AOC,Côtes-du-vivarais,sec,pink,1,4,10,11,,
Vallée du Rhône,Crémant-de-die,Crémant-de-die,AOC,Crémant-de-die,effervescent,blanc,1,3,7,9,,
Vallée du Rhône,Crozes-hermitage,Crozes-hermitage,AOC,Crozes-hermitage,sec,rouge,2,10,15,17,,
Vallée du Rhône,Crozes-hermitage,Crozes-hermitage,AOC,Crozes-hermitage,sec,blanc,1,6,10,12,,
Vallée du Rhône,Gigondas,Gigondas,AOC,Gigondas,sec,rouge,5,20,16,17,,
Vallée du Rhône,Gigondas,Gigondas,AOC,Gigondas,sec,pink,1,5,11,13,,
Vallée du Rhône,Grignan-les-adhémar,Grignan-les-adhémar,AOC,Grignan-les-adhémar,sec,rouge,2,6,15,17,,
Vallée du Rhône,Grignan-les-adhémar,Grignan-les-adhémar,AOC,Grignan-les-adhémar,sec,blanc,2,4,10,12,,
Vallée du Rhône,Grignan-les-adhémar,Grignan-les-adhémar,AOC,Grignan-les-adhémar,sec,pink,1,2,8,10,,
Vallée du Rhône,Hermitage,Hermitage,AOC,Hermitage,sec,rouge,7,40,16,16,,
Vallée du Rhône,Hermitage,Hermitage,AOC,Hermitage,sec,blanc,5,20,11,13,,
Vallée du Rhône,Hermitage,Hermitage,AOC,Hermitage,doux,blanc,5,50,10,13,,
Vallée du Rhône,Lirac,Lirac,AOC,Lirac,sec,rouge,3,10,15,17,,
Vallée du Rhône,Lirac,Lirac,AOC,Lirac,sec,pink,2,4,10,12,,
Vallée du Rhône,Lirac,Lirac,AOC,Lirac,sec,blanc,1,5,10,11,,
Vallée du Rhône,Luberon,Luberon,AOC,Luberon,sec,rouge,2,8,15,17,,
Vallée du Rhône,Luberon,Luberon,AOC,Luberon,sec,pink,1,3,10,12,,
Vallée du Rhône,Luberon,Luberon,AOC,Luberon,sec,blanc,2,5,10,11,,
Vallée du Rhône,Muscat-de-beaumes-de-venise,Muscat-de-beaumes-de-venise,AOC,Muscat-de-beaumes-de-venise,doux,rouge,3,15,8,10,,
Vallée du Rhône,Muscat-de-beaumes-de-venise,Muscat-de-beaumes-de-venise,AOC,Muscat-de-beaumes-de-venise,doux,blanc,2,15,6,8,,
Vallée du Rhône,Muscat-de-beaumes-de-venise,Muscat-de-beaumes-de-venise,AOC,Muscat-de-beaumes-de-venise,doux,pink,2,10,8,10,,
Vallée du Rhône,Pierrevert,Pierrevert,AOC,Pierrevert,,,,,,,,
Vallée du Rhône,Rasteau,Rasteau,AOC,Rasteau,doux,rouge,5,25,14,16,,
Vallée du Rhône,Rasteau,Rasteau,AOC,Rasteau,doux,blanc,5,20,10,12,,
